,drama_title,Episode1,Episode2,Episode3,Episode4,Episode5,Episode6,Episode7,Episode8,Episode9,Episode10,Episode11,Episode12,Episode13,Episode14,Episode15,average,suii,pre_part,part_count,start_at,drama_key,main_actor1,main_actor2,original_work,actor_actress_1,2008_1,2009_1,2010_1,2011_1,2012_1,2013_1,2014_1,2015_1,2016_1,2017_1,2018_1,2019_1,actor_actress_2,2008_2,2009_2,2010_2,2011_2,2012_2,2013_2,2014_2,2015_2,2016_2,2017_2,2018_2,2019_2,actor_actress_3,2008_3,2009_3,2010_3,2011_3,2012_3,2013_3,2014_3,2015_3,2016_3,2017_3,2018_3,2019_3,actor_actress_4,2008_4,2009_4,2010_4,2011_4,2012_4,2013_4,2014_4,2015_4,2016_4,2017_4,2018_4,2019_4,main_actor1_rank,main_actor2_rank,average_calc,main_actor1_pt,main_actor2_pt,TV_station_CX,TV_station_EX,TV_station_NTV,TV_station_TBS,start_at_month_1,start_at_month_4,start_at_month_7,start_at_month_10,start_at_year_2011,start_at_year_2012,start_at_year_2013,start_at_year_2014,start_at_year_2015,start_at_year_2016,start_at_year_2017,start_at_year_2018,start_at_year_2019,has_original_work_True,has_original_work_,time_table_土21,time_table_土22,time_table_土23,time_table_日21,time_table_日22,time_table_日23,time_table_月20,time_table_月21,time_table_木20,time_table_木21,time_table_木22,time_table_木23,time_table_水21,time_table_水22,time_table_火21,time_table_火22,time_table_金20,time_table_金22,time_table_金23,actor1_isj,actor2_isj
147,就活家族,11,9.4,9.5,9.6,8.4,8.4,9.3,10.6,11.1,-,-,-,-,-,-,9.74,2005/2/1,0,,2017/1/1,1701_EX_木21,三浦友和,黒木瞳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黒木瞳,,,14,30,,,,,,,,,,14,9.7,0,26,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148,嫌われる勇気,8.1,6.4,6.6,7.2,6.1,6.2,6.5,6.2,5.9,5.7,-,-,-,-,-,6.53,4-5-0,0,,2017/1/1,1701_CX_木22,香里奈,加藤シゲアキ,岸見一郎・古賀史健「嫌われる勇気 自己啓発の源流「アドラー」の教え」,,,,,,,,,,,,,,香里奈,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
149,増山超能力師事務所,4.5,3.2,3.6,3.8,2.6,3.3,3.4,3.3,3.4,3.9,2.6,3.4,-,-,-,3.42,7-4-0,0,,2017/1/1,1701_NTV_木23,田中直樹,浅香航大,誉田哲也「増山超能力師事務所」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.416666667,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150,下剋上受験,10.9,10.6,7.4,9,8.1,8.1,7.7,5,7.1,8,-,-,-,-,-,8.32,2003/5/1,0,,2017/1/1,1701_TBS_金22,阿部サダヲ,深田恭子,桜井信一「下剋上受験」,阿部サダヲ,,,,,7,11,11,16,14,9,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,深田恭子,,,20,17,21,13,18,18,8,5,4,4,,20,8.19,0,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
151,奪い愛、冬,6.6,5.1,5.8,6.5,6.1,7.1,8,-,-,-,-,-,-,-,-,6.46,4-2-0,0,,2017/1/1,1701_EX_金23,倉科カナ,三浦翔平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.457142857,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,スーパーサラリーマン左江内氏,12.9,9.6,9.2,8.9,9.4,10.2,7.9,6.3,10.5,10.5,-,-,-,-,-,9.63,2003/5/1,0,,2017/1/1,1701_NTV_土21,堤真一,小泉今日子,藤子・F・不二雄「中年スーパーマン左江内氏」,堤真一,,,,,19,17,24,23,22,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,小泉今日子,,,,16,22,21,11,24,19,27,,,,,9.54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,大貧乏,7.7,4.4,4.8,5,4.5,4.4,5.2,4,4.7,4.4,-,-,-,-,-,4.99,4-5-0,0,,2017/1/1,1701_CX_日21,小雪,伊藤淳史,,,,,,,,,,,,,,,小雪,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,4.91,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,A LIFE,14.2,14.7,13.9,12.3,13.9,15.3,14.5,15.7,14.7,16,-,-,-,-,-,14.55,5-4-0,0,,2017/1/1,1701_TBS_日21,木村拓哉,竹内結子,,木村拓哉,,,4,19,14,13,27,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹内結子,,,8,13,8,25,,16,26,29,,21,4,8,14.52,36,32,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
155,視覚探偵　日暮旅人,11.2,10.7,9.4,7.7,9.4,8.4,8.2,8,9.7,-,-,-,-,-,-,9.3,2-6-0,0,,2017/1/1,1701_NTV_日22,松坂桃李,多部未華子,山口幸三郎「探偵・日暮旅人」シリーズ,松坂桃李,,,,,,,,,25,19,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,多部未華子,,,,,,,,,,24,22,14,,,9.188888889,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,カインとアベル,8.8,8.6,6.9,7,7.6,9,8.8,8.4,7.9,9.1,-,-,-,-,-,8.23,4-5-0,0,,2016/10/1,1610_CX_月21,山田涼介,桐谷健太,旧約聖書 創世記 カインとアベルより,,,,,,,,,,,,,,,,,,,,,,,,,,,桐谷健太,,,,,,,,,27,15,,,,,,,,,,,,,,,,,,8.21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
157,レディ・ダ・ヴィンチの診断,8.8,8,8.5,8.5,8,6.5,7.9,8.5,7.6,8.8,-,-,-,-,-,8.13,2004/4/1,0,,2016/10/1,1610_CX_火21,吉田羊,相武紗季,,,,,,,,,,,,,,,吉田羊,,,,,,,,,16,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
158,逃げるは恥だが役に立つ,10.2,12.1,12.5,13,13.3,13.6,13.6,16.1,16.9,17.1,20.8,-,-,-,-,14.58,9-0-1,0,,2016/10/1,1610_TBS_火22,新垣結衣,星野源,海野つなみ「逃げるは恥だが役に立つ」,,,,,,,,,,,,,,新垣結衣,,,9,10,7,9,5,5,4,1,2,2,星野源,,,,,,,,,,7,24,,,,,,,,,,,,,,,9,,14.47272727,31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
159,地味にスゴイ！,12.9,11.2,12.8,11.2,11.6,13.2,12.5,12.7,13.2,12.3,-,-,-,-,-,12.37,5-4-0,0,,2016/10/1,1610_NTV_水22,石原さとみ,菅田将暉,宮木あや子「校閲ガール」,,,,,,,,,,,,,,石原さとみ,,,,21,23,19,8,12,5,3,3,5,菅田将暉,,,,,,,,,,18,16,13,,,,,,,,,,,,,,,,12.36,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
160,ドクターX,20.4,19.7,24.3,21.3,20.4,21.5,22.2,20.7,22.6,20.5,22.8,-,-,-,-,21.45,5-5-0,22.9,4,2016/10/1,1610_EX_木21,米倉涼子,生瀬勝久,,,,,,,,,,,,,,,米倉涼子,,,19,26,26,11,13,9,20,18,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,21.49090909,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
161,Chef,8,7,6.2,4.9,8,7.3,6.6,8,6.2,8,-,-,-,-,-,7.05,3-6-0,0,,2016/10/1,1610_CX_木22,天海祐希,小泉孝太郎,,,,,,,,,,,,,,,天海祐希,,,1,6,3,3,9,8,7,8,5,9,小泉孝太郎,,,28,,,,,,,,,22,,,,,,,,,,,,,,1,28,7.02,39,12,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
162,黒い十人の女,3.1,3.9,3.8,2.5,3.6,3.7,3.4,3,4.2,4.1,-,-,-,-,-,3.53,4-5-0,0,,2016/10/1,1610_NTV_木23,船越英一郎,成海璃子,和田夏十「黒い十人の女」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
163,砂の塔,9.8,9.6,8.6,9.5,10.1,10.1,9.9,9.8,11.3,13.2,-,-,-,-,-,10.18,2004/4/1,0,,2016/10/1,1610_TBS_金22,菅野美穂,岩田剛典,,,,,,,,,,,,,,,菅野美穂,,,5,1,9,6,6,15,18,17,19,28,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,10.19,35,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
164,家政夫のミタゾノ,8.2,6.7,7.5,7.6,8,7.7,7.6,8,-,-,-,-,-,-,-,7.66,4-3-0,0,,2016/10/1,1610_EX_金23,松岡昌宏,清水富美加,,松岡昌宏,,,,,,,,25,,30,27,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6625,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
165,THE LAST COP,8.6,7.4,8,9.8,7.6,9.4,8.2,7.1,8.4,8.5,-,-,-,-,-,8.31,5-4-0,0,,2016/10/1,1610_NTV_土21,唐沢寿明,窪田正孝,「DER LETZTE BULLE」,唐沢寿明,,,15,11,30,12,23,22,20,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,8.3,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,キャリア,7.9,6.2,7.4,6.9,7.7,7.2,6.8,7.9,7,6.6,-,-,-,-,-,7.18,3-6-0,0,,2016/10/1,1610_CX_日21,玉木宏,嶋政宏,,玉木宏,,,22,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,7.16,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,IQ246,13.1,12.4,10.1,11.7,10.1,10.4,10,10.3,9.3,7.8,-,-,-,-,-,10.66,3-6-0,0,,2016/10/1,1610_TBS_日21,織田裕二,土屋太鳳,,織田裕二,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,土屋太鳳,,,,,,,,,,19,13,24,,,10.52,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,レンタル救世主,10.2,7.5,7.3,7.6,6.5,5.6,6.5,6,5.9,6.9,-,-,-,-,-,7.17,3-6-0,0,,2016/10/1,1610_NTV_日22,沢村一樹,藤井流星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,好きな人がいること,10.1,10.4,8.7,9.5,8.4,8.3,8.2,7.7,9.4,8.4,-,-,-,-,-,8.92,3-6-0,0,,2016/7/1,1607_CX_月21,桐谷美玲,山賢人,,,,,,,,,,,,,,,桐谷美玲,,,,,,,,29,10,9,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,ON,9.6,9.2,8.2,8.8,6.6,6.4,7.4,8.5,7.1,-,-,-,-,-,-,8.14,3-5-0,0,,2016/7/1,1607_CX_火22,波瑠,横山裕,内藤了「猟奇犯罪捜査班・藤堂比奈子」,,,,,,,,,,,,,,波瑠,,,,,,,,,,,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.977777778,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
171,せいせいするほど、愛してる,9.3,7.4,6.7,6.9,6.7,9.7,7.7,7.4,7.9,9.1,-,-,-,-,-,7.92,4-5-0,0,,2016/7/1,1607_TBS_火22,武井咲,滝沢秀明,北川みゆき「せいせいするほど、愛してる」,,,,,,,,,,,,,,武井咲,,,,,,26,21,23,23,23,,,滝沢秀明,,,,,,,,,,,,14,,,,,,,,,,,,,,,,7.88,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
172,家売るオンナ,12.4,10.1,12.8,12.4,9.5,11.6,10.8,10.8,12.4,13,-,-,-,-,-,11.59,2004/4/1,0,,2016/7/1,1607_NTV_水22,北川景子,工藤阿須加,,,,,,,,,,,,,,,北川景子,,,,15,18,14,4,4,2,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.58,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
173,はじめまして、愛しています。,10,11.4,8.4,9.8,8.8,9.1,9.6,10,11.6,-,-,-,-,-,-,9.86,6-2-0,0,,2016/7/1,1607_EX_木21,尾野真千子,江口洋介,,,,,,,,,,,,,,,,,,,,,,,,,,,,江口洋介,,,26,17,29,26,,,,,,,,,,,,,,,,,,,,,26,9.855555556,0,14,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
174,営業部長 吉良奈津子,10.2,7.7,6.8,6.4,5.2,6.7,5.9,7.1,7.2,6.9,-,-,-,-,-,7.1,3-6-0,0,,2016/7/1,1607_CX_木22,松嶋菜々子,松田龍平,,,,,,,,,,,,,,,松嶋菜々子,,,3,8,1,5,12,14,21,22,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,7.01,37,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
175,遺産相続弁護士　柿崎真一,2.7,3.4,3,3.1,2,2.6,3.2,3.6,2.2,3.1,3.3,-,-,-,-,2.93,7-3-0,0,,2016/7/1,1607_NTV_木23,三上博史,森川葵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.927272727,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
176,神の舌を持つ男,6.4,6.2,5.7,5.3,5.3,3.8,6.3,6.4,5.8,4.8,-,-,-,-,-,5.62,2002/6/1,0,,2016/7/1,1607_TBS_金22,向井理,木村文乃,,向井理,,,,15,2,5,10,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,木村文乃,,,,,,,,,,,24,,,,5.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
177,グ・ラ・メ！,7.2,6.7,4.1,4.3,5,6.9,5.3,5.6,-,-,-,-,-,-,-,5.64,4-3-0,0,,2016/7/1,1607_EX_金23,剛力彩芽,滝藤賢一,西村ミツル、大崎充「グ・ラ・メ！～大宰相の料理人～」,,,,,,,,,,,,,,剛力彩芽,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6375,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,時をかける少女,9.4,6.6,4.6,5.1,6.6,-,-,-,-,-,-,-,-,-,-,6.66,2-2-0,0,,2016/7/1,1607_NTV_土21,黒島結菜,菊池風磨,筒井康隆「時をかける少女」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.46,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,HOPE,6.5,7.1,6,6.4,6,6.5,4.8,4.9,6.6,-,-,-,-,-,-,6.13,5-3-0,0,,2016/7/1,1607_CX_日21,中島裕翔,遠藤憲一,「ミセン-未生-」,,,,,,,,,,,,,,,,,,,,,,,,,,,遠藤憲一,,,,,,,,,,,26,18,,,,,,,,,,,,,,,,6.088888889,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
180,仰げば尊し,11.4,11.7,9.9,9.9,9.3,9.3,10.6,12.2,-,-,-,-,-,-,-,10.58,2003/2/2,0,,2016/7/1,1607_TBS_日21,寺尾聰,多部未華子,石川高子「ブラバンキッズ･ラプソディー」「ブラバンキッズ･オデッセイ」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,多部未華子,,,,,,,,,,24,22,14,,,10.5375,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,そして、誰もいなくなった,10.7,8.6,7.2,6.4,6.1,9,8.2,8.4,8.5,-,-,-,-,-,-,8.27,3-5-0,0,,2016/7/1,1607_NTV_日22,藤原竜也,玉山鉄二,,藤原竜也,,,,,,,,,23,27,12,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.122222222,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,ラヴソング,10.6,9.1,9.4,8.5,8.4,6.8,6.8,7.4,8,9.3,-,-,-,-,-,8.54,2004/4/1,0,,2016/4/1,1604_CX_月21,福山雅治,藤原さくら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.43,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
183,僕のヤバイ妻,8.3,7.7,6.8,8.4,7.5,7.3,9.4,7.9,10.2,-,-,-,-,-,-,8.18,3-5-0,0,,2016/4/1,1604_CX_火22,伊藤英明,木村佳乃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,木村佳乃,,,,,,,,,,,,30,,,8.166666667,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
184,重版出来！,9.2,7.1,7.9,9.1,7.3,7,6.8,7.8,8.8,8.9,-,-,-,-,-,8.02,5-4-0,0,,2016/4/1,1604_TBS_火22,黒木華,オダギリジョー,松田奈緒子「重版出来！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
185,世界一難しい恋,12.8,12.9,13.1,12.2,11.5,11.7,13,12.1,13,16,-,-,-,-,-,12.88,6-3-0,0,,2016/4/1,1604_NTV_水22,大野智,波瑠,,大野智,,,5,7,5,3,5,2,6,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,波瑠,,,,,,,,,,,26,25,5,,12.83,35,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
186,グッドパートナー,12.9,9.9,10.5,11.1,9.1,9.3,11.7,11.5,10.3,-,-,-,-,-,-,10.77,4-4-0,0,,2016/4/1,1604_EX_木21,竹野内豊,松雪泰子,,竹野内豊,,,29,13,13,16,17,15,17,22,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,松雪泰子,,,,,30,,,,,,,,29,,10.7,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
187,早子先生、結婚するって本当ですか?,6.8,6.1,4.9,5,5.4,5.2,5.7,5.9,5.2,-,-,-,-,-,-,5.61,4-4-0,0,,2016/4/1,1604_CX_木22,松下奈緒,貫地谷しほり,立木早子「早子先生、婚活の時間です」「早子先生、結婚はまだですか？」「早子先生、結婚するって本当ですか？」,,,,,,,,,,,,,,松下奈緒,,,,23,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.577777778,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
188,ドクターカー,4.5,3.2,3.6,3.2,3.6,3.6,2.7,2.1,4.3,3.7,3.7,3.4,-,-,-,3.47,2003/6/2,0,,2016/4/1,1604_NTV_木23,剛力彩芽,中村俊介,,,,,,,,,,,,,,,剛力彩芽,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.466666667,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
189,私 結婚できないんじゃなくて、しないんです,10.3,10.3,8.2,7.4,10.3,8.7,9.5,8.1,8.1,9,-,-,-,-,-,9.03,2003/4/2,0,,2016/4/1,1604_TBS_金22,中谷美紀,藤木直人,水野敬也「スパルタ婚活塾」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.99,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
190,不機嫌な果実,8.2,7.4,7.7,7.2,6.5,8.6,8.3,-,-,-,-,-,-,-,-,7.7,2-4-0,0,,2016/4/1,1604_EX_金23,栗山千明,市原隼人,林真理子「不機嫌な果実」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191,お迎えデス。,10.3,9.3,6.9,7.9,6.7,6.9,8.2,7.9,7.2,-,-,-,-,-,-,7.91,3-5-0,0,,2016/4/1,1604_NTV_土21,福士蒼汰,土屋太鳳,田中メカ「お迎えです。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,土屋太鳳,,,,,,,,,,19,13,24,,,7.922222222,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,火の粉,5.8,3.6,3.8,4.2,3.3,5.3,4.4,3.9,4.9,-,-,-,-,-,-,4.36,4-4-0,0,,2016/4/1,1604_CX_土23,ユースケ・サンタマリア,優香,雫井脩介「火の粉」,ユースケ・サンタマリア,,,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,優香,,,12,,14,12,16,19,24,,,,25,12,4.355555556,15,28,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,OUR HOUSE,4.8,5,4,3.8,5.4,6.1,4.2,3.9,3.3,-,-,-,-,-,-,4.51,3-5-0,0,,2016/4/1,1604_CX_日21,芦田愛菜,シャーロット・ケイト・フォックス,,,,,,,,,,,,,,,芦田愛菜,,,,,20,,,,,,28,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,99.9,15.5,19.1,16.2,16.3,18.9,13.3,17.7,18.6,16.5,19.1,-,-,-,-,-,17.15,6-3-0,0,,2016/4/1,1604_TBS_日21,松本潤,香川照之,,松本潤,,,10,6,8,6,4,8,10,20,23,5,,,,,,,,,,,,,,香川照之,,,,31,,15,15,11,,,13,10,,,,,,,,,,,,,,10,,17.12,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
195,ゆとりですがなにか,9.4,8.9,7.1,7.9,8.4,8.3,8.9,8,7.9,9.3,-,-,-,-,-,8.41,4-5-0,0,,2016/4/1,1604_NTV_日22,岡田将生,松坂桃李,,,,,,,,,,,,,,,,,,,,,,,,,,,,松坂桃李,,,,,,,,,25,19,19,24,,,,,,,,,,,,,,,,8.41,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
