,drama_title,Episode1,Episode2,Episode3,Episode4,Episode5,Episode6,Episode7,Episode8,Episode9,Episode10,Episode11,Episode12,Episode13,Episode14,Episode15,average,suii,start_at,drama_key,main_actor1,main_actor2,original_work,pre_part,part_count,actor_actress_1,2008_1,2009_1,2010_1,2011_1,2012_1,2013_1,2014_1,2015_1,2016_1,2017_1,2018_1,2019_1,actor_actress_2,2008_2,2009_2,2010_2,2011_2,2012_2,2013_2,2014_2,2015_2,2016_2,2017_2,2018_2,2019_2,actor_actress_3,2008_3,2009_3,2010_3,2011_3,2012_3,2013_3,2014_3,2015_3,2016_3,2017_3,2018_3,2019_3,actor_actress_4,2008_4,2009_4,2010_4,2011_4,2012_4,2013_4,2014_4,2015_4,2016_4,2017_4,2018_4,2019_4,main_actor1_rank,main_actor2_rank,average_calc,pre_slot_vr_average,main_actor1_pt,main_actor2_pt,TV_station_CX,TV_station_EX,TV_station_NTV,TV_station_TBS,start_at_month_1,start_at_month_4,start_at_month_7,start_at_month_10,start_at_year_2011,start_at_year_2012,start_at_year_2013,start_at_year_2014,start_at_year_2015,start_at_year_2016,start_at_year_2017,start_at_year_2018,start_at_year_2019,has_original_work_True,has_original_work_,time_table_土21,time_table_土22,time_table_土23,time_table_日21,time_table_日22,time_table_日23,time_table_月20,time_table_月21,time_table_木20,time_table_木21,time_table_木22,time_table_木23,time_table_水21,time_table_水22,time_table_火21,time_table_火22,time_table_金20,time_table_金22,time_table_金23,actor1_isj,actor2_isj
32,向かいのバズる家族,2.7,2.7,1.9,2.4,2,1.5,2.8,2.7,2.3,2.1,-,-,-,-,-,2.31,2002/6/1,2019-04-01,1904_NTV_木23,内田理央,白洲迅,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,2.98,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,インハンド,11.3,9.5,9.1,7.7,9,9.8,9,7.6,8.5,8.5,10.8,-,-,-,-,9.22,2004/5/1,2019-04-01,1904_TBS_金22,山下智久,濱田岳,朱戸アオ「インハンド」,0.0,0.0,山下智久,,,13,23,,,,,,,28,20,,,,,,,,,,,,,,濱田岳,,,,,,,,,,28,,,,,,,,,,,,,,,,13.0,,9.163636363636364,10.31,27.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34,家政夫のミタゾノ,8.2,6.5,7.5,7.4,5.9,5.6,5.7,6.4,-,-,-,-,-,-,-,6.65,3-4-0,2019-04-01,1904_EX_金23,松岡昌宏,伊野尾慧,,6.7,3.0,松岡昌宏,,,,,,,,25,,30,27,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,4.11,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
35,俺のスカート、どこ行った？,10.9,9.7,7.9,8.6,8.5,7.3,8.5,7.9,8.9,8.7,-,-,-,-,-,8.69,3-6-0,2019-04-01,1904_NTV_土22,古田新太,松下奈緒,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松下奈緒,,,,23,,,29,,,,,,,,8.690000000000001,9.14,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,東京独身男子,5.7,3.2,4.0,3.1,3.1,4.8,4.1,3.5,-,-,-,-,-,-,-,3.94,2002/4/1,2019-04-01,1904_EX_土23,高橋一生,滝藤賢一,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9375,3.13,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,集団左遷!!,13.8,8.9,10.1,9.2,9,7.8,9.4,11.9,10.1,13.1,-,-,-,-,-,10.48,4-5-0,2019-04-01,1904_TBS_日21,福山雅治,香川照之,江波戸哲夫「新装版 銀行支店長」「集団左遷」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,香川照之,,,,31,,15,15,11,,,13,10,,,,,,,,,,,,,,,,10.33,9.77,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,あなたの番です,8.3,6.5,6.4,7.1,6.5,6.3,6.4,6.7,8,7.9,-,-,-,-,-,7.01,4-5-0,2019-04-01,1904_NTV_日22,原田知世,田中圭,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.010000000000001,11.47,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,トレース,12.3,11.8,9.6,11.0,10,10.4,9.9,9.8,9.8,10.6,11.5,-,-,-,-,10.75,2004/5/1,2019-01-01,1901_CX_月21,錦戸亮,新木優子,古賀慶「トレース～科捜研法医研究員の追想～」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.60909090909091,10.81,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
40,後妻業,8.7,6.5,6.2,5.9,5.6,5.7,6.2,5.7,5.1,-,-,-,-,-,-,6.25,2-6-0,2019-01-01,1901_CX_火21,木村佳乃,高橋克典,黒川博行「後妻業」,0.0,0.0,,,,,,,,,,,,,,木村佳乃,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.177777777777779,6.58,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,初めて恋をした日に読む話,8.6,9.0,8.8,7.8,7.3,8.6,7.8,8.7,8.8,9.6,-,-,-,-,-,8.5,5-4-0,2019-01-01,1901_TBS_火22,深田恭子,永山絢斗,持田あき「初めて恋をした日に読む話」,0.0,0.0,,,,,,,,,,,,,,深田恭子,,,20,17,21,13,18,18,8,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,8.499999999999998,6.92,20.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,家売るオンナの逆襲,12.7,12.9,11.4,10.7,11.5,11.2,11,10.2,10.2,12.6,-,-,-,-,-,11.46,2003/5/1,2019-01-01,1901_NTV_水22,北川景子,松田翔太,,11.6,2.0,,,,,,,,,,,,,,北川景子,,,,15,18,14,4,4,2,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.440000000000001,8.75,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,ハケン占い師アタル,12.1,10.9,10.0,10.3,10.3,9.5,10.9,9.8,11.3,-,-,-,-,-,-,10.65,2003/4/1,2019-01-01,1901_EX_木21,杉咲花,小澤征悦,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.566666666666666,15.74,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,QUEEN,9.3,5.8,6.4,7.1,7.3,6.8,6.2,6.1,6.6,6,-,-,-,-,-,6.83,4-5-0,2019-01-01,1901_CX_木22,竹内結子,水川あさみ,,0.0,0.0,,,,,,,,,,,,,,竹内結子,,,8,13,8,25,,16,26,29,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,6.76,6.71,32.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,人生が楽しくなる幸せの法則,3.8,3.4,3.2,3.4,2.3,2.6,2.7,2.6,2.6,3.2,-,-,-,-,-,2.98,2004/4/1,2019-01-01,1901_NTV_木23,夏菜,高橋メアリージュン,山ケイ「ちょうどいいブスのススメ」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,3.33,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46,メゾン・ド・ポリス,12.7,12.4,10.7,10.2,9.6,9.9,8.3,9.1,9.4,10.2,-,-,-,-,-,10.31,4-5-0,2019-01-01,1901_TBS_金22,高畑充希,西島秀俊,加藤実秋「メゾン・ド・ポリス」,0.0,0.0,,,,,,,,,,,,,,高畑充希,,,,,,,,,,,17,20,西島秀俊,,,,,,,,30,31,26,22,25,,,,,,,,,,,,,,,,10.25,10.11,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,私のおじさん,5.6,4.4,4.0,5.5,3.9,3.8,2.5,3.2,-,-,-,-,-,-,-,4.11,2-5-0,2019-01-01,1901_EX_金23,岡田結実,遠藤憲一,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,遠藤憲一,,,,,,,,,,,26,18,,,,,,,,,,,,,,,,4.1125,5.25,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,イノセンス,8.3,8.7,9.4,9.3,9,9.4,9.5,9.5,8.9,9.6,-,-,-,-,-,9.14,2005/3/1,2019-01-01,1901_NTV_土22,坂口健太郎,川口春奈,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16,8.83,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,僕の初恋をキミに捧ぐ,3.3,2.5,4.1,2.7,3.3,2.3,3.7,-,-,-,-,-,-,-,-,3.13,3-3-0,2019-01-01,1901_EX_土23,野村周平,桜井日奈子,青木琴美「僕の初恋をキミに捧ぐ」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1285714285714286,3.59,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,グッドワイフ,10.0,11.5,9.6,9.0,8.5,9.5,8.9,8.7,9.7,11.5,-,-,-,-,-,9.77,4-5-0,2019-01-01,1901_TBS_日21,常盤貴子,小泉孝太郎,CBS Television「The Good Wife」,0.0,0.0,,,,,,,,,,,,,,常盤貴子,,,24,,28,23,,,,,,,小泉孝太郎,,,28,,,,,,,,,22,,,,,,,,,,,,,,24.0,28.0,9.690000000000001,13.61,16.0,12.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3年A組,10.2,10.6,11.0,9.3,10.4,11.7,11.9,12,12.9,15.4,-,-,-,-,-,11.47,8-1-0,2019-01-01,1901_NTV_日22,菅田将暉,永野芽郁,,0.0,0.0,菅田将暉,,,,,,,,,,18,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.540000000000001,9.87,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,SUITS,14.2,11.1,10.3,8.9,11.8,9.5,9.8,10.5,9.9,10.4,10.8,-,-,-,-,10.81,5-5-0,2018-10-01,1810_CX_月21,織田裕二,中島裕翔,「Suits」,0.0,0.0,織田裕二,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.654545454545454,10.59,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,僕らは奇跡でできている,7.6,6.1,6.2,7.0,6,6.4,7.2,6.4,6.9,5.6,-,-,-,-,-,6.58,5-4-0,2018-10-01,1810_CX_火21,高橋一生,榮倉奈々,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榮倉奈々,,,,,,,,,,26,,,,,6.539999999999999,5.8,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,中学聖日記,6.0,6.5,6.2,5.4,6.5,7,6.3,7.5,7.8,7.3,9.6,-,-,-,-,6.92,6-4-0,2018-10-01,1810_TBS_火22,有村架純,岡田健史,かわかみじゅんこ「中学聖日記」,0.0,0.0,,,,,,,,,,,,,,有村架純,,,,,,,,,3,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.918181818181818,14.15,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,獣になれない私たち,11.5,8.5,8.1,6.7,8.3,10,8.6,9.9,7.1,8.3,-,-,-,-,-,8.75,4-5-0,2018-10-01,1810_NTV_水22,新垣結衣,松田龍平,,0.0,0.0,,,,,,,,,,,,,,新垣結衣,,,9,10,7,9,5,5,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,8.7,9.49,31.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,リーガルV,15.0,18.1,15.9,16.5,15.4,14.4,14.2,13.4,17.6,-,-,-,-,-,-,15.74,3-5-0,2018-10-01,1810_EX_木21,米倉涼子,向井理,,0.0,0.0,,,,,,,,,,,,,,米倉涼子,,,19,26,26,11,13,9,20,18,15,12,向井理,,,,15,2,5,10,19,12,,,,,,,,,,,,,,,,,19.0,,15.611111111111114,10.41,21.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,黄昏流星群,7.3,7.3,6.1,6.5,6.7,6.5,6.4,6.2,7.4,6.5,-,-,-,-,-,6.71,2003/5/1,2018-10-01,1810_CX_木22,佐々木蔵之介,中山美穂,弘兼憲史「黄昏流星群」,0.0,0.0,佐々木蔵之介,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69,11.24,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,ブラックスキャンダル,4.3,3.3,3.0,3.3,3,2.8,3.5,2.9,3.2,4,-,-,-,-,-,3.33,4-5-0,2018-10-01,1810_NTV_木23,山口紗弥加,安藤政信,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3299999999999996,3.16,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59,大恋愛,10.4,10.6,10.9,9.6,10.4,7.6,9,8.5,10,13.2,-,-,-,-,-,10.11,6-3-0,2018-10-01,1810_TBS_金22,戸田恵梨香,ムロツヨシ,,0.0,0.0,,,,,,,,,,,,,,戸田恵梨香,,,25,,,,,,,,21,11,ムロツヨシ,,,,,,,,,,,5,7,,,,,,,,,,,,,,25.0,,10.02,7.14,15.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,僕とシッポと神楽坂,6.6,5.4,4.9,4.3,5,4.7,4.9,6.2,-,-,-,-,-,-,-,5.25,3-4-0,2018-10-01,1810_EX_金23,相葉雅紀,広末涼子,たらさわみち「僕とシッポと神楽坂」,0.0,0.0,相葉雅紀,,,3,4,4,8,6,6,7,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.25,4.51,37.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
61,ドロ刑,11.8,8.6,8.5,8.4,8.4,8.1,8.7,7.6,8.4,9,-,-,-,-,-,8.83,2003/5/1,2018-10-01,1810_NTV_土22,中島健人,遠藤憲一,福田秀「ドロ刑」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,遠藤憲一,,,,,,,,,,,26,18,,,,,,,,,,,,,,,,8.75,8.87,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62,あなたには渡さない,4.3,4.6,3.1,2.5,3.7,3,3.9,-,-,-,-,-,-,-,-,3.59,3-3-0,2018-10-01,1810_EX_土23,木村佳乃,水野美紀,連城三紀彦「隠れ菊」,0.0,0.0,,,,,,,,,,,,,,木村佳乃,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5857142857142854,3.91,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,下町ロケット,13.9,12.4,14.7,13.4,12.7,13.1,12,11.5,12.6,15.5,16.6,-,-,-,-,13.61,5-5-0,2018-10-01,1810_TBS_日21,阿部寛,土屋太鳳,池井戸潤「下町ロケット ゴースト」「下町ロケット ヤタガラス」,18.5,2.0,阿部寛,,,11,3,1,1,1,1,1,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,土屋太鳳,,,,,,,,,,19,13,24,11.0,,13.490909090909089,9.77,29.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,今日から俺は!!,9.8,8.3,8.9,9.1,9.8,9.4,10.6,9.4,10.8,12.6,-,-,-,-,-,9.87,6-3-0,2018-10-01,1810_NTV_日22,賀来賢人,伊藤健太郎,西森博之「今日から俺は！！」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.870000000000001,6.62,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,絶対零度,10.6,9.6,10.8,11.7,10.4,10.6,10.3,10,11.3,10.8,-,-,-,-,-,10.59,4-5-0,2018-07-01,1807_CX_月21,沢村一樹,横山裕,,13.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.61,8.88,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
66,健康で文化的な最低限度の生活,7.6,5.5,5.8,5.5,4.8,4.9,5.3,5.6,6.5,5.8,-,-,-,-,-,5.8,5-4-0,2018-07-01,1807_CX_火21,吉岡里帆,井浦新,柏木ハルコ「健康で文化的な最低限度の生活」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7299999999999995,7.79,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,義母と娘のブルース,11.5,11.3,12.4,12.2,13.1,13.9,15.1,15.5,17.3,19.2,-,-,-,-,-,14.15,7-2-0,2018-07-01,1807_TBS_火22,綾瀬はるか,竹野内豊,桜沢鈴「義母と娘のブルース」,0.0,0.0,,,,,,,,,,,,,,綾瀬はるか,,,6,2,2,1,1,1,1,2,1,1,竹野内豊,,,29,13,13,16,17,15,17,22,,28,,,,,,,,,,,,,,6.0,29.0,14.15,8.3,34.0,11.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68,高嶺の花,11.1,9.6,8.2,9.2,8.2,7.8,9.9,9.3,9.9,11.4,-,-,-,-,-,9.49,4-5-0,2018-07-01,1807_NTV_水22,石原さとみ,峯田和伸,,0.0,0.0,,,,,,,,,,,,,,石原さとみ,,,,21,23,19,8,12,5,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.46,9.77,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69,ハゲタカ,11.9,11.3,10.4,9.6,9.9,9.5,8.8,11.1,-,-,-,-,-,-,-,10.41,2-5-0,2018-07-01,1807_EX_木21,綾野剛,渡部篤郎,真山仁「ハゲタカ」,0.0,0.0,綾野剛,,,,,,,,,28,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3125,13.02,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70,グッド・ドクター,11.5,10.6,11.6,10.6,12.2,10.8,13,9.4,10.2,12.4,-,-,-,-,-,11.24,5-4-0,2018-07-01,1807_CX_木22,山賢人,上野樹里,「グッド・ドクター」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,上野樹里,,,,18,,,,30,,,,,,,11.23,6.23,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71,探偵が早すぎる,3.9,4.2,2.9,3.3,3.1,2.9,2.3,3,2.9,3.1,-,-,-,-,-,3.16,4-5-0,2018-07-01,1807_NTV_木23,滝藤賢一,広瀬アリス,井上真偽「探偵が早すぎる」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,広瀬アリス,,,,,,,,,,,29,22,,,3.16,3.03,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,チア☆ダン,8.5,8.6,6.6,7.3,5.5,6.1,7.1,6.6,6.8,7.9,-,-,-,-,-,7.14,6-3-0,2018-07-01,1807_TBS_金22,土屋太鳳,石井杏奈,映画『チア☆ダン』製作委員会,0.0,0.0,,,,,,,,,,,,,,土屋太鳳,,,,,,,,,,19,13,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,8.46,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73,dele,5.5,3.7,4.2,3.8,4.6,5,5,4.3,-,-,-,-,-,-,-,4.51,2003/3/1,2018-07-01,1807_EX_金23,菅田将暉,山田孝之,,0.0,0.0,菅田将暉,,,,,,,,,,18,16,13,,,,,,,,,,,,,,山田孝之,,,,,,,,,,17,8,12,,,,,,,,,,,,,,,,4.512499999999999,6.73,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,サバイバル・ウェディング,10.4,10.8,7.6,7.8,9.1,9.1,9.7,7.4,8,8.4,-,-,-,-,-,8.87,2006/2/1,2018-07-01,1807_NTV_土22,波瑠,吉沢亮,大橋弘祐「SURVIVAL WEDDING」,0.0,0.0,,,,,,,,,,,,,,波瑠,,,,,,,,,,,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.830000000000002,8.24,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,ヒモメン,4.6,4.9,3.1,3.7,4,3.3,3.8,-,-,-,-,-,-,-,-,3.91,4-2-0,2018-07-01,1807_EX_土23,窪田正孝,川口春奈,鴻池剛「ヒモメン～ヒモ更生プログラム～」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9142857142857146,3.99,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,この世界の片隅に,10.9,10.5,9.0,9.2,8.9,8.5,9.8,10.9,10,-,-,-,-,-,-,9.77,3-5-0,2018-07-01,1807_TBS_日21,松本穂香,松坂桃李,こうの史代「この世界の片隅に」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,松坂桃李,,,,,,,,,25,19,19,24,,,,,,,,,,,,,,,,9.744444444444445,14.29,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,ゼロ,7.1,6.7,6.3,6.1,7.9,5.8,8.3,5.3,5.6,6.8,-,-,-,-,-,6.62,4-5-0,2018-07-01,1807_NTV_日22,加藤シゲアキ,間宮祥太朗,福本伸行「賭博覇王伝 零」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.590000000000001,7.45,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78,コンフィデンスマンJP,9.4,7.7,9.1,9.2,9.3,8.2,8.9,8.3,9.5,9.2,-,-,-,-,-,8.88,5-4-0,2018-04-01,1804_CX_月21,長澤まさみ,東出昌大,,0.0,0.0,,,,,,,,,,,,,,長澤まさみ,,,17,,12,17,22,22,22,16,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,8.88,6.14,23.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
