,drama_title,Episode1,Episode2,Episode3,Episode4,Episode5,Episode6,Episode7,Episode8,Episode9,Episode10,Episode11,Episode12,Episode13,Episode14,Episode15,average,suii,start_at,drama_key,main_actor1,main_actor2,original_work,pre_part,part_count,actor_actress_1,2008_1,2009_1,2010_1,2011_1,2012_1,2013_1,2014_1,2015_1,2016_1,2017_1,2018_1,2019_1,actor_actress_2,2008_2,2009_2,2010_2,2011_2,2012_2,2013_2,2014_2,2015_2,2016_2,2017_2,2018_2,2019_2,actor_actress_3,2008_3,2009_3,2010_3,2011_3,2012_3,2013_3,2014_3,2015_3,2016_3,2017_3,2018_3,2019_3,actor_actress_4,2008_4,2009_4,2010_4,2011_4,2012_4,2013_4,2014_4,2015_4,2016_4,2017_4,2018_4,2019_4,main_actor1_rank,main_actor2_rank,average_calc,pre_slot_vr_average,main_actor1_pt,main_actor2_pt,TV_station_CX,TV_station_EX,TV_station_NTV,TV_station_TBS,start_at_month_1,start_at_month_4,start_at_month_7,start_at_month_10,start_at_year_2011,start_at_year_2012,start_at_year_2013,start_at_year_2014,start_at_year_2015,start_at_year_2016,start_at_year_2017,start_at_year_2018,start_at_year_2019,has_original_work_True,has_original_work_,time_table_土21,time_table_土22,time_table_土23,time_table_日21,time_table_日22,time_table_日23,time_table_月20,time_table_月21,time_table_木20,time_table_木21,time_table_木22,time_table_木23,time_table_水21,time_table_水22,time_table_火21,time_table_火22,time_table_金20,time_table_金22,time_table_金23,actor1_isj,actor2_isj
79,シグナル,9.7,8.4,8.3,7.9,6.7,5.7,6.9,6.9,7.3,9.2,-,-,-,-,-,7.79,2003/5/1,2018-04-01,1804_CX_火21,坂口健太郎,北村一輝,キム・ウニ「シグナル」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.700000000000001,6.93,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80,花のち晴れ,7.4,7.9,9.6,9.0,8.7,8.3,7.5,9.6,8.6,5.2,9.5,-,-,-,-,8.3,4-6-0,2018-04-01,1804_TBS_火22,杉咲花,平野紫耀,神尾葉子「花のち晴れ ～花男 Next Season～」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.299999999999999,7.74,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
81,正義のセ,11.0,9.9,10.3,9.4,9.1,10.5,9,9.4,8.9,10,-,-,-,-,-,9.77,4-5-0,2018-04-01,1804_NTV_水22,吉高由里子,安田顕,阿川佐和子「正義のセ」,0.0,0.0,,,,,,,,,,,,,,吉高由里子,,,,,,28,,26,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.750000000000002,6.16,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82,未解決の女,14.7,12.8,11.6,12.7,11.5,12.7,13.4,13.9,-,-,-,-,-,-,-,13.02,4-3-0,2018-04-01,1804_EX_木21,波瑠,鈴木京香,麻見和史 「警視庁文書捜査官」,0.0,0.0,,,,,,,,,,,,,,波瑠,,,,,,,,,,,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.912500000000001,15.24,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83,モンテ・クリスト伯,5.1,5.7,7.1,6.5,5.3,6,5.9,7.4,6.8,-,-,-,-,-,-,6.23,4-4-0,2018-04-01,1804_CX_木22,ディーン・フジオカ,大倉忠義,アレクサンドル・デュマ「モンテ・クリスト伯」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.199999999999999,6.26,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
84,ラブリラン,3.9,2.7,2.5,2.6,3,2.4,3.6,2.9,3.4,3.3,-,-,-,-,-,3.03,4-5-0,2018-04-01,1804_NTV_木23,中村アン,古川雄輝,天沢アキ「ラブリラン」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,3.09,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85,あなたには帰る家がある,9.3,8.1,9.1,6.5,8,7.9,9,7.7,8.2,9.7,9.3,-,-,-,-,8.46,5-5-0,2018-04-01,1804_TBS_金22,中谷美紀,玉木宏,山本文緒「あなたには帰る家がある」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,玉木宏,,,22,,,,,28,,,,,,,,,,,,,,,,,,,22.0,8.436363636363636,11.14,0.0,18.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,家政夫のミタゾノ,7.2,7.2,5.1,7.5,6.3,8.1,6.7,5.7,-,-,-,-,-,-,-,6.73,2002/4/1,2018-04-01,1804_EX_金23,松岡昌宏,剛力彩芽,,7.6,2.0,松岡昌宏,,,,,,,,25,,30,27,29,,,,,,,,,,,,,,,,,,,,,,,,,,,剛力彩芽,,,,,,30,,,,,,,,,6.7250000000000005,5.19,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
87,Missデビル,9.6,8.1,8.8,6.8,7.2,9.3,7.8,7.6,7.5,9.3,-,-,-,-,-,8.24,4-5-0,2018-04-01,1804_NTV_土22,菜々緒,佐藤勝利,,0.0,0.0,,,,,,,,,,,,,,菜々緒,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,9.82,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,おっさんずラブ,2.9,4.2,3.8,3.5,3.9,3.9,5.7,-,-,-,-,-,-,-,-,3.99,2003/2/1,2018-04-01,1804_EX_土23,田中圭,林遣都,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.985714285714285,3.47,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,ブラックペアン,13.7,12.4,12.1,13.1,13.4,13,13,16.6,16.2,18.6,-,-,-,-,-,14.29,2004/4/1,2018-04-01,1804_TBS_日21,二宮和也,竹内涼真,海堂尊「新装版 ブラックペアン1988」,0.0,0.0,二宮和也,,,6,2,6,7,7,4,4,8,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,14.210000000000003,17.63,34.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90,崖っぷちホテル！,10.6,6.1,6.5,7.0,7.2,7.1,7.3,7.8,7,7.9,-,-,-,-,-,7.45,6-3-0,2018-04-01,1804_NTV_日22,岩田剛典,戸田恵梨香,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,戸田恵梨香,,,25,,,,,,,,21,11,,25.0,7.45,6.95,0.0,15.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,海月姫,8.6,6.9,5.9,7.5,5.3,5,4.9,5,6,5.8,-,-,-,-,-,6.14,3-6-0,2018-01-01,1801_CX_月21,芳根京子,瀬戸康史,東村アキコ「海月姫」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.089999999999999,6.74,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,FINAL CUT,7.2,6.5,6.5,6.5,6.7,6.8,6.9,7.1,7.5,-,-,-,-,-,-,6.93,2005/1/2,2018-01-01,1801_CX_火21,亀梨和也,藤木直人,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.855555555555555,5.75,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
93,きみが心に棲みついた,9.4,8.5,8.4,7.0,7,6.9,6.5,7.9,7,8.3,-,-,-,-,-,7.74,2002/6/1,2018-01-01,1801_TBS_火22,吉岡里帆,桐谷健太,天堂きりん「きみが心に棲みついた」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,桐谷健太,,,,,,,,,27,15,,,,,,,,,,,,,,,,,,7.6899999999999995,7.73,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94,anone,9.2,7.2,6.6,6.4,5.9,5.5,4.9,5.4,4.4,5.6,-,-,-,-,-,6.16,2-7-0,2018-01-01,1801_NTV_水22,広瀬すず,小林聡美,,0.0,0.0,,,,,,,,,,,,,,広瀬すず,,,,,,,,,15,11,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.109999999999999,12.65,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95,BG,15.7,15.1,13.4,13.6,14,14.8,15.8,16.4,17.3,-,-,-,-,-,-,15.24,6-2-0,2018-01-01,1801_EX_木21,木村拓哉,江口洋介,,0.0,0.0,木村拓哉,,,4,19,14,13,27,21,21,,,,,,,,,,,,,,,,,江口洋介,,,26,17,29,26,,,,,,,,,,,,,,,,,,,,4.0,26.0,15.122222222222222,20.87,36.0,14.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
96,隣の家族は青く見える,7.0,6.2,5.9,6.0,4.6,5.7,5.7,6.5,6.9,7.9,-,-,-,-,-,6.26,2005/3/1,2018-01-01,1801_CX_木22,深田恭子,松山ケンイチ,,0.0,0.0,,,,,,,,,,,,,,深田恭子,,,20,17,21,13,18,18,8,5,4,4,松山ケンイチ,,,,14,18,,,,,,,,,,,,,,,,,,,,,20.0,,6.24,6.53,20.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
97,リピート,3.8,2.9,3.2,3.6,3.3,3,3.2,2.2,2.6,3.1,-,-,-,-,-,3.09,5-4-0,2018-01-01,1801_NTV_木23,貫地谷しほり,本郷奏多,乾くるみ「リピート」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,3.48,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98,アンナチュラル,12.7,13.1,10.6,11.4,9,10.1,9.3,10.5,10.6,13.3,-,-,-,-,-,11.14,6-3-0,2018-01-01,1801_TBS_金22,石原さとみ,井浦新,,0.0,0.0,,,,,,,,,,,,,,石原さとみ,,,,21,23,19,8,12,5,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.059999999999999,11.87,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
99,ホリデイラブ,5.1,5.8,5.1,4.7,4.2,5.7,5.6,5.3,-,-,-,-,-,-,-,5.19,2-5-0,2018-01-01,1801_EX_金23,仲里依紗,塚本高史,こやまゆかり、草壁エリザ「ホリデイラブ～夫婦間恋愛～」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.187499999999999,4.83,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,もみ消して冬,13.3,11.1,11.1,11.0,7.1,8.1,6.6,9.5,9,10.8,-,-,-,-,-,9.82,2003/5/1,2018-01-01,1801_NTV_土22,山田涼介,波瑠,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,波瑠,,,,,,,,,,,26,25,,,9.76,8.77,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101,明日の君がもっと好き,4.3,3.9,3.6,3.4,2.6,3.8,2.7,-,-,-,-,-,-,-,-,3.47,1-5-0,2018-01-01,1801_EX_土23,市原隼人,伊藤歩,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4714285714285715,9.345783132530123,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,99.9,15.1,18.0,16.2,16.8,17,17,17.4,18,21,-,-,-,-,-,-,17.63,2006/1/1,2018-01-01,1801_TBS_日21,松本潤,香川照之,,17.2,2.0,松本潤,,,10,6,8,6,4,8,10,20,23,5,,,,,,,,,,,,,,香川照之,,,,31,,15,15,11,,,13,10,,,,,,,,,,,,,,10.0,,17.38888888888889,16.0,30.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103,トドメの接吻,7.4,6.5,7.1,6.7,7.3,5.9,7.3,6.5,7.1,7.5,-,-,-,-,-,6.95,5-4-0,2018-01-01,1801_NTV_日22,山賢人,門脇麦,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93,6.19,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,民衆の敵,9.0,7.1,7.5,7.6,6.9,6.5,5.8,5.3,7,4.6,-,-,-,-,-,6.74,3-6-0,2017-10-01,1710_CX_月21,篠原涼子,高橋一生,,0.0,0.0,,,,,,,,,,,,,,篠原涼子,,,21,12,15,10,14,13,14,10,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,6.7299999999999995,14.78,19.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,明日の約束,8.2,6.2,5.4,5.8,5.1,4.6,4.3,6,5.1,5.9,-,-,-,-,-,5.75,3-6-0,2017-10-01,1710_CX_火21,井上真央,及川光博,,0.0,0.0,,,,,,,,,,,,,,井上真央,,,28,27,13,20,17,20,30,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,5.659999999999999,6.07,12.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106,監獄のお姫さま,9.6,9.6,6.5,7.8,8,7.9,5.5,6.6,8.2,7.1,-,-,-,-,-,7.73,2004/4/1,2017-10-01,1710_TBS_火22,小泉今日子,満島ひかり,,0.0,0.0,,,,,,,,,,,,,,小泉今日子,,,,16,22,21,11,24,19,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.68,10.17,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
107,奥様は、取り扱い注意,11.4,11.3,12.4,11.2,14.5,12.9,12.7,12.4,13.6,14.1,-,-,-,-,-,12.65,4-5-0,2017-10-01,1710_NTV_水22,綾瀬はるか,広末涼子,,0.0,0.0,,,,,,,,,,,,,,綾瀬はるか,,,6,2,2,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,12.65,11.47,34.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108,ドクターX,20.9,19.6,19.0,19.1,20.8,20.7,20.1,20.6,21.2,25.3,-,-,-,-,-,20.87,5-4-0,2017-10-01,1710_EX_木21,米倉涼子,永山絢斗,,21.5,5.0,,,,,,,,,,,,,,米倉涼子,,,19,26,26,11,13,9,20,18,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,20.729999999999997,11.45,21.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109,刑事ゆがみ,7.6,5.8,6.0,6.3,6.4,6.7,5.9,6.8,6.9,6.6,-,-,-,-,-,6.53,6-3-0,2017-10-01,1710_CX_木22,浅野忠信,神木隆之介,井浦秀夫「刑事ゆがみ」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,神木隆之介,,,,,,,,,,,,21,,,,,,,,,,,,,,,,6.5,4.5,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,ブラックリベンジ,3.7,3.1,3.4,3.7,3.9,3.9,3.8,2.8,3.5,3,-,-,-,-,-,3.48,2004/4/1,2017-10-01,1710_NTV_木23,木村多江,佐藤二朗,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4799999999999995,3.45,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,コウノドリ,12.9,11.8,11.9,13.6,10.6,11,11.7,12.9,12.3,11.1,10.8,-,-,-,-,11.87,5-5-0,2017-10-01,1710_TBS_金22,綾野剛,松岡茉優,鈴ノ木ユウ「コウノドリ」,0.0,0.0,綾野剛,,,,,,,,,28,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.872727272727275,7.33,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112,重要参考人探偵,4.9,5.1,4.9,3.6,6.5,4.3,5.4,3.9,-,-,-,-,-,-,-,4.83,3-4-0,2017-10-01,1710_EX_金23,玉森裕太,小山慶一郎,絹田村子「重要参考人探偵」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.825,4.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
113,先に生まれただけの僕,10.1,7.5,10.5,7.7,8.1,8.7,8.4,8.6,8.2,9.6,-,-,-,-,-,8.77,5-4-0,2017-10-01,1710_NTV_土22,櫻井翔,蒼井優,,0.0,0.0,櫻井翔,,,1,1,3,2,3,3,2,4,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,蒼井優,,,26,25,,,,,,,,,1.0,26.0,8.74,8.7,39.0,14.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114,陸王,14.7,14.0,15.0,14.5,16.8,16.4,14.7,17.5,15.7,20.5,-,-,-,-,-,16.0,4-5-0,2017-10-01,1710_TBS_日21,役所広司,山賢人,池井戸潤「陸王」,0.0,0.0,役所広司,,,,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.98,9.73,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,今からあなたを脅迫します,8.0,5.7,6.4,5.9,6.2,4.9,5.4,6.4,6.3,-,-,-,-,-,-,6.19,4-4-0,2017-10-01,1710_NTV_日22,ディーン・フジオカ,武井咲,藤石波矢「今からあなたを脅迫します」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,武井咲,,,,,,26,21,23,23,23,,,,,6.133333333333333,8.58,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,コード・ブルー 3rd,16.3,15.6,14.0,13.8,13.8,13.7,13.4,15.4,13.9,16.4,-,-,-,-,-,14.78,2002/6/1,2017-07-01,1707_CX_月21,山下智久,新垣結衣,,16.6,3.0,山下智久,,,13,23,,,,,,,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,新垣結衣,,,9,10,7,9,5,5,4,1,2,2,13.0,9.0,14.63,8.77,27.0,31.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
117,僕たちがやりました,7.9,6.5,6.6,5.8,5.4,5.2,5.4,5.2,6.2,6,-,-,-,-,-,6.07,3-6-0,2017-07-01,1707_CX_火21,窪田正孝,永野芽郁,金城宗幸、荒木光「僕たちがやりました」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.020000000000001,10.58,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
118,カンナさーん！,12.0,12.6,10.1,9.3,10.2,9.7,9.2,7.9,10.1,10.1,-,-,-,-,-,10.17,2003/5/1,2017-07-01,1707_TBS_火22,渡辺直美,要潤,深谷かほる「カンナさーん！」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.120000000000001,11.25,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119,過保護のカホコ,11.6,10.8,12.0,11.1,12.1,10.9,10.8,11.5,9.9,14,-,-,-,-,-,11.47,4-5-0,2017-07-01,1707_NTV_水22,高畑充希,黒木瞳,,0.0,0.0,,,,,,,,,,,,,,高畑充希,,,,,,,,,,,17,20,,,,,,,,,,,,,,黒木瞳,,,14,30,,,,,,,,,,14.0,11.47,9.17,0.0,26.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,遺留捜査,13.1,8.8,10.9,10.8,10.1,10.8,10.3,11.2,10.6,-,-,-,-,-,-,10.97,3-5-0,2017-07-01,1707_EX_木20,上川隆也,栗山千明,,11.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.733333333333333,9.345783132530123,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
121,黒革の手帖,11.7,12.3,10.9,10.7,10.4,10.1,11.8,13,-,-,-,-,-,-,-,11.45,3-4-0,2017-07-01,1707_EX_木21,武井咲,江口洋介,松本清張「黒革の手帖」,0.0,0.0,,,,,,,,,,,,,,武井咲,,,,,,26,21,23,23,23,,,江口洋介,,,26,17,29,26,,,,,,,,,,,,,,,,,,,,,26.0,11.362499999999999,14.09,0.0,14.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,セシルのもくろみ,5.1,4.5,4.8,4.4,3.8,3.7,4.4,5.3,4.3,-,-,-,-,-,-,4.5,3-5-0,2017-07-01,1707_CX_木22,真木よう子,吉瀬美智子,唯川恵「セシルのもくろみ」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吉瀬美智子,,,,,,,,27,,,,,,,4.477777777777777,6.44,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,脳にスマホが埋められた！,3.7,3.8,4.2,3.0,3.7,2.9,3,3.6,4.2,2.6,3.2,-,-,-,-,3.45,7-3-0,2017-07-01,1707_NTV_木23,伊藤淳史,新川優愛,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4454545454545458,3.33,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
124,ハロー張りネズミ,10.3,7.6,6.6,4.8,6.7,6.9,8.1,8.1,6.6,6.8,-,-,-,-,-,7.33,2004/4/1,2017-07-01,1707_TBS_金22,瑛太,深田恭子,弘兼憲史「ハロー張りネズミ」,0.0,0.0,瑛太,,,,,21,28,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深田恭子,,,20,17,21,13,18,18,8,5,4,4,,20.0,7.25,8.79,0.0,20.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125,あいの結婚相談所,5.1,3.6,3.3,3.3,4.5,4.2,-,-,-,-,-,-,-,-,-,4.0,2001/3/1,2017-07-01,1707_EX_金23,山崎育三郎,高梨臨,加藤山羊・矢樹純「あいの結婚相談所」,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.45,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
