edinet_code	sec_code	jcn	filer_name	fiscal_year	fiscal_period	submit_date	period_start	period_end	doc_id	doc_description	doc_path	csr_title	csr_path	csr_url	consolidated_flag	market_sector	industry_code	number_of_month_for_settlement	number_of_shares_issued	net_sales	operating_income	ordinary_income	profit	total_assets	net_assets	net_worth	dividend	annual_dividends_per_share	profit_per_share	net_assets_per_share	net_assets_for_preferred_shares	dividends_for_preferred_shares	average_total_assets	average_net_assets	average_net_worth	average_dividend	roe	roa	operating_income_on_sales	ordinary_income_on_sales	capital_ratio	dividend_payout_ratio	doe	open	high	low	close	average
E01298	34230	4011101042505	株式会社エスイー	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10054AM	有価証券報告書－第34期(平成26年4月1日－平成27年3月31日)	docs/S10054AM.xbrl				0	6	14	12	1.56283E7	1.12560005E10	3.04E8	4.56E8	3.35E8	1.60070001E10	6.4120003E9	6.4120003E9	3.28E8	22.0	22.42	428.8			1.61744998E10	6.4409999E9	6.4409999E9		5.2	2.82	2.7	4.05	40.06	97.91	5.09	910.0	923.0	572.0	617.0	727.5
E01301	57270	7021001007190	東邦チタニウム株式会社	2014	FY	2015-06-19	2014-04-01	2015-03-31	S100506G	有価証券報告書－第84期(平成26年4月1日－平成27年3月31日)	docs/S100506G.xbrl				0	1	13	12	7.1270912E7	3.31720008E10	2.96300006E9	2.84899994E9	2.63399987E9	8.6792004E10	3.02759997E10	3.02759997E10	0.0	0.0	37.01	425.39			9.11495E10	3.15059999E10	3.15059999E10		8.36	3.13	8.93	8.59	34.88		0.0	781.0	1697.0	743.0	993.0	817.5
E01303	58520	7011201010490	株式会社アーレスティ	2014	FY	2015-06-18	2014-04-01	2015-03-31	S1004YLD	有価証券報告書－第94期(平成26年4月1日－平成27年3月31日)	docs/S1004YLD.xbrl	株式会社アーレスティ	docs/E01303_2015_JP_24.pdf	http://csr-toshokan.net/ln_book/ahresty-2015/download.pdf	0	1	13	12	2.602772E7	7.3192997E10	2.37900006E9	3.008E9	2.17299994E9	8.3993002E10	4.2686001E10	4.2575E10	3.09E8	12.0	84.16	1648.66			8.32285E10	4.1269502E10	4.1174499E10		5.28	3.61	3.25	4.11	50.69	14.22	0.75	743.0	1167.0	598.0	725.0	639.5
E01305	57530	1120101008623	日本伸銅株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10058ES	有価証券報告書－第92期(平成26年4月1日－平成27年3月31日)	docs/S10058ES.xbrl				0	2	13	12	2.37E7	1.45490002E10	1.17E8	4.8E7	4.69E8	1.10349998E10	4.27800013E9	4.27800013E9	0.0	0.0	19.88	181.22			1.07544996E10	4.4435E9	4.4435E9		10.55	0.45	0.8	0.33	38.77		0.0	119.0	184.0	98.0	104.0	115.0
E01308	57070	9010001034863	東邦亜鉛株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10058YI	有価証券報告書－第116期(平成26年4月1日－平成27年3月31日)	docs/S10058YI.xbrl				0	1	13	12	1.35855216E8	1.03642997E11	8.104E9	8.0999997E9	5.4889999E9	1.46300994E11	7.0067003E10	7.0067003E10	9.5E8	7.0	40.43	515.97			1.43875998E11	6.71155E10	6.71155E10		8.18	5.63	7.82	7.82	47.89	17.31	1.42	400.0	501.0	260.0	281.0	359.16666
E01315	54640	2120101034032	モリ工業株式会社	2014	FY	2015-06-29	2014-04-01	2015-03-31	S10053BG	有価証券報告書－第73期(平成26年4月1日－平成27年3月31日)	docs/S10053BG.xbrl				0	1	12	12	4.1407404E7	3.9716E10	3.24199987E9	3.77500006E9	2.54499994E9	4.4822999E10	2.91309998E10	2.91309998E10	4.13E8	10.0	61.48	703.72			4.3537498E10	2.79215002E10	2.79215002E10		9.11	8.67	8.16	9.5	64.99	16.23	1.48	415.0	438.0	331.0	352.0	388.0
E01317	59380	5010601004914	株式会社ＬＩＸＩＬグループ	2014	FY	2015-06-29	2014-04-01	2015-03-31	S1005AP3	有価証券報告書－第73期(平成26年4月1日－平成27年3月31日)	docs/S1005AP3.xbrl				1	1	14	12	3.1305424E8	1.67340999E12	5.1674001E10	5.7862001E10	2.20120003E10	1.87524999E12	6.1365099E11	6.0256302E11	1.73869998E10	60.0	75.46	2104.27			1.83077005E12	6.07723E11	5.9802498E11		3.68	3.16	3.09	3.46	32.13	78.99	2.86	2556.0	2973.0	2233.0	2700.0	2311.0
E01318	57020	5120001125102	株式会社大紀アルミニウム工業所	2014	FY	2015-06-25	2014-04-01	2015-03-31	S10056UC	有価証券報告書－第88期(平成26年4月1日－平成27年3月31日)	docs/S10056UC.xbrl				0	1	13	12	4.3629236E7	1.08695003E11	1.90499994E9	2.30899994E9	1.061E9	5.8696999E10	2.12110008E10	2.10630001E10	3.31E8	8.0	25.62	508.52			5.5865999E10	2.05510001E10	2.04029993E10		5.2	4.13	1.75	2.12	35.88	31.2	1.61	326.0	465.0	294.0	316.0	314.0
E01320	59280	5120001060472	アルメタックス株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10050EY	有価証券報告書－第51期(平成26年4月1日－平成27年3月31日)	docs/S10050EY.xbrl				0	2	14	12	1.1912515E7	9.8410004E9	2.35E8	3.13E8	1.98E8	1.06590003E10	8.5059999E9	8.5059999E9	1.03E8	10.0	19.29	825.41			1.04810004E10	8.3215002E9	8.3215002E9		2.38	2.99	2.39	3.18	79.8	52.02	1.24	381.0	469.0	331.0	372.0	379.0
E01320	59280	5120001060472	アルメタックス株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10050EY	有価証券報告書－第51期(平成26年4月1日－平成27年3月31日)	docs/S10050EY.xbrl				0	2	14	12	1.1912515E7	9.8410004E9	2.35E8	3.13E8	1.98E8	1.06590003E10	8.5059999E9	8.5059999E9	1.03E8	10.0	19.29	825.41			1.04810004E10	8.3215002E9	8.3215002E9		2.38	2.99	2.39	3.18	79.8	52.02	1.24	381.0	469.0	331.0	372.0	379.0
E01321	57570	7230001010051	株式会社ＣＫサンエツ	2014	FY	2015-06-24	2014-04-01	2015-03-31	S10050TV	有価証券報告書	docs/S10050TV.xbrl																																					
E01324	74140	6320001000746	小野建株式会社	2014	FY	2015-06-29	2014-04-01	2015-03-31	S1005ARU	有価証券報告書－第66期(平成26年4月1日－平成27年3月31日)	docs/S1005ARU.xbrl				0	1	26	12	2.124483E7	1.79148997E11	3.62300006E9	3.80999987E9	2.652E9	1.25114999E11	5.2407001E10	5.2407001E10	7.25E8	35.0	127.99	2528.59			1.19618003E11	5.1408998E10	5.1408998E10		5.16	3.19	2.02	2.13	41.89	27.34	1.41	1002.0	1255.0	940.0	1155.0	968.0
E01325	59000	6120001056412	株式会社ダイケン	2014	FY	2015-05-22	2014-03-01	2015-02-28	S1004RAW	有価証券報告書－第481期(平成26年3月1日－平成27年2月28日)	docs/S1004RAW.xbrl				0	6	14	12	5970480.0	1.09080003E10	7.17E8	7.14E8	4.33E8	1.45569997E10	1.12429998E10	1.12429998E10	9.3E7	16.0	73.83	1914.15			1.42165002E10	1.10389996E10	1.10389996E10		3.92	5.02	6.57	6.55	77.23	21.48	0.84	605.0	768.0	589.0	611.0	598.0
E01325	59000	6120001056412	株式会社ダイケン	2014	FY	2015-05-22	2014-03-01	2015-02-28	S1004RAW	有価証券報告書－第481期(平成26年3月1日－平成27年2月28日)	docs/S1004RAW.xbrl				0	6	14	12	5970480.0	1.09080003E10	7.17E8	7.14E8	4.33E8	1.45569997E10	1.12429998E10	1.12429998E10	9.3E7	16.0	73.83	1914.15			1.42165002E10	1.10389996E10	1.10389996E10		3.92	5.02	6.57	6.55	77.23	21.48	0.84	605.0	768.0	589.0	611.0	598.0
E01327	57260	8140001052085	株式会社大阪チタニウムテクノロジーズ	2014	FY	2015-06-22	2014-04-01	2015-03-31	S10050GO	有価証券報告書－第18期(平成26年4月1日－平成27年3月31日)	docs/S10050GO.xbrl				0	1	13	12	3.68E7	4.0356E10	2.764E9	3.496E9	2.66599987E9	1.02395003E11	4.3539001E10	4.3539001E10	7.35E8	20.0	72.47	1183.18			1.06308002E11	4.2333999E10	4.2333999E10		6.3	3.29	6.85	8.66	42.52	27.57	1.74	2308.0	3790.0	2151.0	2504.0	2481.0
E01327	57260	8140001052085	株式会社大阪チタニウムテクノロジーズ	2014	FY	2015-06-22	2014-04-01	2015-03-31	S10050GO	有価証券報告書－第18期(平成26年4月1日－平成27年3月31日)	docs/S10050GO.xbrl				0	1	13	12	3.68E7	4.0356E10	2.764E9	3.496E9	2.66599987E9	1.02395003E11	4.3539001E10	4.3539001E10	7.35E8	20.0	72.47	1183.18			1.06308002E11	4.2333999E10	4.2333999E10		6.3	3.29	6.85	8.66	42.52	27.57	1.74	2308.0	3790.0	2151.0	2504.0	2481.0
E01329	58560	3010001089995	株式会社エルアイイーエイチ	2014	FY	2015-06-25	2014-04-01	2015-03-31	S10051NG	有価証券報告書－第11期(平成26年4月1日－平成27年3月31日)	docs/S10051NG.xbrl				0	2	13	12	9.34858E7	7.09E8	1.53E8	2.98E8	1.15E8	5.0099999E9	4.6249999E9	4.6249999E9	2.33E8	2.5	1.24	53.18			5.4125E9	5.0569999E9	5.0569999E9		2.27	5.51	21.58	42.03	92.32	202.61	4.61	64.0	146.0	60.0	75.0	62.0
E01330	57410	9010001098116	株式会社ＵＡＣＪ	2014	FY	2015-06-26	2014-04-01	2015-03-31	S1005791	有価証券報告書－第2期(平成26年4月1日－平成27年3月31日)	docs/S1005791.xbrl				0	1	13	12	4.2828192E8	2.86953013E11	1.28789996E10	1.38500004E10	8.7719997E9	5.02038987E11	1.38294002E11	1.38294002E11	2.56700006E9	6.0	20.5	323.27			4.95055012E11	1.36192E11	1.36192E11		6.44	2.8	4.49	4.83	27.55	29.26	1.88	313.0	358.0	188.0	285.0	288.7
E01331	57420	2230001000412	エヌアイシ・オートテック株式会社	2014	FY	2015-06-30	2014-04-01	2015-03-31	S1005465	有価証券報告書－第44期(平成26年4月1日－平成27年3月31日)	docs/S1005465.xbrl				0	6	13	12	5500000.0	6.3500001E9	4.45E8	4.55E8	2.96E8	5.4310001E9	3.48700006E9	3.48700006E9	1.08E8	20.0	54.39	640.05			5.3510001E9	3.3774999E9	3.3774999E9		8.76	8.5	7.01	7.17	64.21	36.49	3.2	575.0	719.0	518.0	601.0	606.4167
E01331	57420	2230001000412	エヌアイシ・オートテック株式会社	2014	FY	2015-06-30	2014-04-01	2015-03-31	S1005465	有価証券報告書－第44期(平成26年4月1日－平成27年3月31日)	docs/S1005465.xbrl				0	6	13	12	5500000.0	6.3500001E9	4.45E8	4.55E8	2.96E8	5.4310001E9	3.48700006E9	3.48700006E9	1.08E8	20.0	54.39	640.05			5.3510001E9	3.3774999E9	3.3774999E9		8.76	8.5	7.01	7.17	64.21	36.49	3.2	575.0	719.0	518.0	601.0	606.4167
E01332	58010	5010001008796	古河電気工業株式会社	2014	FY	2015-06-24	2014-04-01	2015-03-31	S1004YOF	有価証券報告書－第193期(平成26年4月1日－平成27年3月31日)	docs/S1004YOF.xbrl				0	1	13	12	7.0666918E8	4.17426014E11	1.258E9	4.744E9	4.3139999E9	4.30974009E11	1.34243E11	1.34243E11	2.118E9	3.0	6.11	190.09			4.41527009E11	1.32504003E11	1.32504003E11		3.26	1.07	0.3	1.14	31.15	49.1	1.6	201.0	283.0	184.0	257.0	197.0
E01333	58020	5120001077450	住友電気工業株式会社	2014	FY	2015-06-25	2014-04-01	2015-03-31	S10054T3	有価証券報告書－第145期(平成26年4月1日－平成27年3月31日)	docs/S10054T3.xbrl				0	1	13	12	7.9394054E8	9.10657E11	2.06300006E9	3.4288001E10	1.05911001E11	1.18066997E12	7.2290501E11	7.2290501E11	2.38000005E10	30.0	133.5	911.22			1.15045001E12	6.76385E11	6.76385E11		15.66	2.98	0.23	3.77	61.23	22.47	3.52	1506.0	2037.0	1404.0	1724.0	1530.0
E01334	58030	2010601007861	株式会社フジクラ	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10056GP	有価証券報告書－第167期(平成26年4月1日－平成27年3月31日)	docs/S10056GP.xbrl				0	1	13	12	3.60863424E8	3.04891986E11	1.91500006E9	5.7820001E9	4.3000003E9	3.67382987E11	1.2783E11	1.2783E11	2.21699994E9	7.0	13.36	413.38			3.65703004E11	1.28114E11	1.28114E11		3.36	1.58	0.63	1.9	34.79	51.56	1.73	502.0	741.0	464.0	659.0	493.0
E01336	58050	7010401061336	昭和電線ホールディングス株式会社	2014	FY	2015-06-24	2014-04-01	2015-03-31	S10052N6	有価証券報告書－第119期(平成26年4月1日－平成27年3月31日)	docs/S10052N6.xbrl	昭和電線グループ CSR報告書 2015 ダイジェスト版	docs/E01336_2015_JP_12.pdf	http://csr-toshokan.net/ln_book/swccdj-2015/download.pdf	0	1	13	12	3.08268608E8	3.31100006E9	4.41E8	5.04E8	4.24E8	8.8486003E10	2.99029996E10	2.99029996E10	0.0	0.0	1.38	97.04			8.9403498E10	3.01155E10	3.01155E10		1.41	0.56	13.32	15.22	33.79		0.0	102.0	107.0	64.0	71.0	88.416664
E01338	58090	4122001004781	タツタ電線株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S1004ZFA	有価証券報告書－第91期(平成26年4月1日－平成27年3月31日)	docs/S1004ZFA.xbrl				0	1	13	12	7.0156392E7	5.1215E10	5.4620001E9	5.5929999E9	3.89699994E9	4.3380998E10	3.37810002E10	3.37810002E10	7.65E8	12.0	61.1	529.6			4.0862999E10	3.20625009E10	3.20625009E10		12.15	13.69	10.66	10.92	77.87	19.63	2.39	510.0	539.0	416.0	437.0	485.83334
E01348	58170	8122001015783	ＪＭＡＣＳ株式会社	2014	FY	2015-05-29	2014-03-01	2015-02-28	S1004T24	有価証券報告書－第51期(平成26年3月1日－平成27年2月28日)	docs/S1004T24.xbrl				0	2	13	12	4691555.0	5.2489999E9	2.05E8	2.66E8	2.08E8	6.7100001E9	4.968E9	4.968E9	6.9E7	15.0	44.85	1066.17			6.6579999E9	4.88E9	4.88E9		4.26	4.0	3.91	5.07	74.04	33.17	1.41	487.0	495.0	296.0	310.0	402.5
E01348	58170	8122001015783	ＪＭＡＣＳ株式会社	2014	FY	2015-05-29	2014-03-01	2015-02-28	S1004T24	有価証券報告書－第51期(平成26年3月1日－平成27年2月28日)	docs/S1004T24.xbrl				0	2	13	12	4691555.0	5.2489999E9	2.05E8	2.66E8	2.08E8	6.7100001E9	4.968E9	4.968E9	6.9E7	15.0	44.85	1066.17			6.6579999E9	4.88E9	4.88E9		4.26	4.0	3.91	5.07	74.04	33.17	1.41	487.0	495.0	296.0	310.0	402.5
E01350	58190	8180001067823	カナレ電気株式会社	2014	FY	2015-03-20	2014-01-01	2014-12-31	S1004C6W	有価証券報告書－第42期(平成26年1月1日－平成26年12月31日)	docs/S1004C6W.xbrl				1	1	13	12	7028060.0	1.04190003E10	1.59699994E9	1.68499994E9	1.17299994E9	1.31320003E10	1.12370002E10	1.12370002E10	3.03E8	45.0	173.8	1664.98			1.27969997E10	1.09080003E10	1.09080003E10		10.75	13.17	15.33	16.17	85.57	25.83	2.78	1502.0	1958.0	1478.0	1905.0	1521.0
E01351	58200	7120001025481	株式会社三ッ星	2014	FY	2015-06-25	2014-04-01	2015-03-31	S100554I	有価証券報告書－第70期(平成26年4月1日－平成27年3月31日)	docs/S100554I.xbrl				0	6	13	12	6333276.0	8.472E9	1.31E8	1.28E8	1.08E8	9.3819996E9	4.28099994E9	4.28099994E9	4.5E7	8.0	18.93	749.48			9.3170002E9	4.21249997E9	4.21249997E9		2.56	1.37	1.55	1.51	45.63	41.67	1.07	230.0	275.0	225.0	231.0	230.0
E01352	58210	1010701008364	平河ヒューテック株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S1005A50	有価証券報告書－第74期(平成26年4月1日－平成27年3月31日)	docs/S1005A50.xbrl				1	1	13	12	8813900.0	2.47750001E10	1.19900006E9	1.408E9	9.41E8	2.92419994E10	1.92939991E10	1.92939991E10	1.54E8	22.0	133.99	2746.94			2.78979994E10	1.81710008E10	1.81710008E10		5.18	5.05	4.84	5.68	65.98	16.37	0.85	1120.0	1925.0	1040.0	1907.0	1092.0
E01353	59010	7010701026096	東洋製罐グループホールディングス株式会社	2014	FY	2015-06-25	2014-04-01	2015-03-31	S10055NO	有価証券報告書－第102期(平成26年4月1日－平成27年3月31日)	docs/S10055NO.xbrl				0	1	14	12	2.17775072E8	1.60539996E10	4.6770002E9	1.37560003E10	1.18700001E10	6.1551601E11	4.21698011E11	4.21698011E11	2.84E9	14.0	58.52	2078.72			5.8783701E11	4.08100012E11	4.08100012E11		2.91	2.34	29.13	85.69	68.51	23.93	0.7	1487.0	2496.0	1296.0	2262.0	1526.0
E01354	59020	6010001008804	ホッカンホールディングス株式会社	2014	FY	2015-06-29	2014-04-01	2015-03-31	S1005BE9	有価証券報告書－第90期(平成26年4月1日－平成27年3月31日)	docs/S1005BE9.xbrl				1	1	14	12	6.7346936E7	1.52930992E11	8.16E8	1.652E9	4.8050002E9	1.34820004E11	4.7012E10	4.3107E10	5.04E8	7.5	71.45	640.91			1.36498004E11	4.8396001E10	4.4631499E10		10.77	1.21	0.53	1.08	31.97		1.04	292.0	345.0	271.0	319.0	284.75
E01355	59110	9010401030578	株式会社横河ブリッジホールディングス	2014	FY	2015-06-26	2014-04-01	2015-03-31	S100546U	有価証券報告書－第151期(平成26年4月1日－平成27年3月31日)	docs/S100546U.xbrl				0	1	14	12	4.55648E7	2.336E9	4.0E8	6.03E8	3.61E8	6.4441999E10	4.5517001E10	4.5517001E10	5.97E8	14.0	8.45	1069.66			6.1313999E10	4.5000499E10	4.5000499E10		0.8	0.98	17.12	25.81	70.63	165.37	1.33	1368.0	1425.0	913.0	1397.0	1215.6
E01358	59120	3120001030147	ＯＳＪＢホールディングス株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10050X9	有価証券報告書－第1期(平成26年4月1日－平成27年3月31日)	docs/S10050X9.xbrl				0	1	3	12	1.22513392E8	3.8E8	7.7E7	0.0	6.12E8	8.9010002E9	4.8679997E9	4.8679997E9	4.89E8	4.0	5.0	39.75			1.06169999E10	5.3184998E9	5.3184998E9		11.51	0.0	20.26	0.0	54.69	79.9	9.19	283.0	293.0	201.0	243.0	249.2
E01362	59150	2120001028927	株式会社駒井ハルテック	2014	FY	2015-06-29	2014-04-01	2015-03-31	S10052YD	有価証券報告書－第86期(平成26年4月1日－平成27年3月31日)	docs/S10052YD.xbrl				0	1	14	12	4.9727092E7	3.7042999E10	5.81E8	6.44E8	8.2E8	5.2328002E10	2.53070008E10	2.53070008E10	1.96E8	4.0	16.65	515.12			5.0026E10	2.47915008E10	2.47915008E10		3.31	1.29	1.57	1.74	48.36	23.9	0.79	294.0	299.0	187.0	246.0	246.1
E01364	59180	1180001089667	瀧上工業株式会社	2014	FY	2015-06-29	2014-04-01	2015-03-31	S1005AH8	有価証券報告書－第78期(平成26年4月1日－平成27年3月31日)	docs/S1005AH8.xbrl				0	2	14	12	2.6976E7	1.23160003E10	5.9E8	7.87E8	2.01100006E9	3.41089997E10	2.67050004E10	2.67050004E10	2.24E8	9.0	85.64	1106.25			3.09654999E10	2.45535007E10	2.45535007E10		8.19	2.54	4.79	6.39	78.29	11.14	0.91	584.0	648.0	502.0	523.0	566.0
E01365	59220	5011101015468	那須電機鉄工株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10056WJ	有価証券報告書－第93期(平成26年4月1日－平成27年3月31日)	docs/S10056WJ.xbrl				0	2	14	12	1.2E7	1.59609999E10	6.44E8	5.69E8	5.54E8	2.86150001E10	1.35449999E10	1.35449999E10	1.16E8	10.0	47.53	1160.87			2.88644997E10	1.30375004E10	1.30375004E10		4.25	1.97	4.03	3.56	47.34	20.94	0.89	382.0	446.0	302.0	325.0	365.0
E01366	59740	6240001006578	中国工業株式会社	2014	FY	2015-06-30	2014-04-01	2015-03-31	S1005CKW	有価証券報告書－第65期(平成26年4月1日－平成27年3月31日)	docs/S1005CKW.xbrl				0	1	14	12	3420000.0	8.9900001E9	8.2E7	1.19E8	1.05E8	7.8210002E9	3.49799987E9	3.49799987E9	2.3E7	7.0	30.92	1024.11			7.6125E9	3.25500006E9	3.25500006E9		3.23	1.56	0.91	1.32	44.73	21.9	0.71	820.0	900.0	700.0	715.0	789.1667
E01367	59910	7020001006616	日本発條株式会社	2014	FY	2015-06-29	2014-04-01	2015-03-31	S10059IK	有価証券報告書－第95期(平成26年4月1日－平成27年3月31日)	docs/S10059IK.xbrl				0	1	14	12	2.44066144E8	2.66649993E11	1.63710003E10	2.93729997E10	2.1632E10	3.36905994E11	1.57774004E11	1.57774004E11	4.8569999E9	20.0	89.06	649.56			3.16985016E11	1.46126995E11	1.46126995E11		14.8	9.27	6.14	11.02	46.83	22.45	3.32	1043.0	1497.0	979.0	1222.0	1071.0
E01368	59520	5140001047550	アマテイ株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S100522T	有価証券報告書－第74期(平成26年4月1日－平成27年3月31日)	docs/S100522T.xbrl				0	2	14	12	1.2317E7	4.01400013E9	0.0	2000000.0	4.0E7	3.828E9	7.63E8	7.63E8	0.0	0.0	3.29	62.2			3.78449997E9	7.2350003E8	7.2350003E8		5.53	0.05	0.0	0.05	19.93	0.0	0.0	98.0	164.0	83.0	112.0	108.0
E01369	59550	2130001013473	株式会社ヤマシナ	2014	FY	2015-06-25	2014-04-01	2015-03-31	S10056M4	有価証券報告書－第140期(平成26年4月1日－平成27年3月31日)	docs/S10056M4.xbrl				0	2	14	12	1.4361176E8	3.53699994E9	2.2E8	2.69E8	2.63E8	1.06160005E10	8.7600005E9	8.7600005E9	1.39E8	1.0	1.89	62.96			1.0592E10	8.6779996E9	8.6779996E9		3.03	2.54	6.22	7.61	82.52	52.85	1.6	64.0	83.0	52.0	57.0	63.0
E01370	59420	4013401002394	日本フイルコン株式会社	2014	FY	2016-02-24	2014-12-01	2015-11-30	S100713A	有価証券報告書－第116期(平成26年12月1日－平成27年11月30日)	docs/S100713A.xbrl				0	1	14	12	2.2167212E7	1.35719997E10	4.5E8	7.14E8	1.124E9	2.35889992E10	1.29380004E10	1.29380004E10	2.41E8	11.0	51.48	590.41			2.27555E10	1.22180004E10	1.22180004E10		9.2	3.14	3.32	5.26	54.85	21.44	1.97	479.0	594.0	430.0	509.0	475.0
E01372	63060	6140001035281	日工株式会社	2014	FY	2015-06-24	2014-04-01	2015-03-31	S10053P3	有価証券報告書－第152期(平成26年4月1日－平成27年3月31日)	docs/S10053P3.xbrl				1	1	15	12	4.2197396E7	3.07069993E10	1.832E9	1.582E9	1.348E9	4.1963999E10	2.78449992E10	2.78449992E10	3.77E8	9.0	32.17	664.35			4.1156002E10	2.70059991E10	2.70059991E10		4.99	3.84	5.97	5.15	66.35	27.97	1.4	411.0	517.0	361.0	402.0	401.0
E01373	59230	8120001038994	高田機工株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10052E5	有価証券報告書－第86期(平成26年4月1日－平成27年3月31日)	docs/S10052E5.xbrl				0	1	14	12	2.2375864E7	1.17080003E10	1.01E8	2.58E8	2.22E8	2.29589996E10	1.61729997E10	1.61729997E10	8.8E7	4.0	10.1	733.75			2.32819999E10	1.58614999E10	1.58614999E10		1.4	1.11	0.86	2.2	70.44	39.64	0.55	262.0	293.0	201.0	215.0	239.66667
E01373	59230	8120001038994	高田機工株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10052E5	有価証券報告書－第86期(平成26年4月1日－平成27年3月31日)	docs/S10052E5.xbrl				0	1	14	12	2.2375864E7	1.17080003E10	1.01E8	2.58E8	2.22E8	2.29589996E10	1.61729997E10	1.61729997E10	8.8E7	4.0	10.1	733.75			2.32819999E10	1.58614999E10	1.58614999E10		1.4	1.11	0.86	2.2	70.44	39.64	0.55	262.0	293.0	201.0	215.0	239.66667
E01376	59640	3370001005693	東洋刄物株式会社	2014	FY	2015-06-30	2014-04-01	2015-03-31	S1005A09	有価証券報告書－第138期(平成26年4月1日－平成27年3月31日)	docs/S1005A09.xbrl				0	2	14	12	1.0E7	4.24300006E9	2.15E8	1.82E8	1.54E8	4.9129999E9	4.26E8	4.26E8	0.0	0.0	15.46	42.79			4.7155E9	3.52E8	3.52E8		43.75	3.86	5.07	4.29	8.67	0.0	0.0	137.0	960.0	95.0	749.0	154.125
E01377	61360	1180301010019	オーエスジー株式会社	2014	FY	2016-02-22	2014-12-01	2015-11-30	S10070E8	有価証券報告書－第103期(平成26年12月1日－平成27年11月30日)	docs/S10070E8.xbrl				0	1	15	12	9.5955224E7	5.3174002E10	8.424E9	1.10500004E10	7.9069998E9	8.6204998E10	5.7798001E10	5.7798001E10	4.3689999E9	46.0	83.25	608.11			8.4295999E10	5.563E10	5.563E10		14.21	13.11	15.84	20.78	67.05	55.25	7.85	1953.0	2939.0	1850.0	2299.0	2181.0
E01378	59810	7010001034997	東京製綱株式会社	2014	FY	2015-06-26	2014-04-01	2015-03-31	S100525J	有価証券報告書－第216期(平成26年4月1日－平成27年3月31日)	docs/S100525J.xbrl				1	1	14	12	1.62682416E8	7.3315E10	3.948E9	4.4440003E9	3.82200013E9	8.7258997E10	2.2320001E10	2.02609992E10	8.2294496E7	0.0	25.76	121.8	2.5E9	8.2294496E7	8.7098499E10	1.65405E10	1.44929997E10	1.25E9	25.8	5.1	5.38	6.06	23.22	0.0	0.0	237.0	246.0	163.0	202.0	203.5
E01379	58510	8240001034478	リョービ株式会社	2014	FY	2015-06-23	2014-04-01	2015-03-31	S1004XXC	有価証券報告書－第103期(平成26年4月1日－平成27年3月31日)	docs/S1004XXC.xbrl				0	1	13	12	1.7123072E8	1.10104003E11	2.22499994E9	4.10499994E9	2.676E9	1.61057997E11	6.9331001E10	6.9331001E10	1.294E9	8.0	16.54	428.36			1.60379994E11	6.84805E10	6.84805E10		3.91	2.56	2.02	3.73	43.05	48.36	1.89	325.0	576.0	296.0	515.0	319.0
E01380	59670	9120001013625	ＴＯＮＥ株式会社	2014	FY	2015-08-28	2014-06-01	2015-05-31	S1005TH7	有価証券報告書－第80期(平成26年6月1日－平成27年5月31日)	docs/S1005TH7.xbrl				0	2	14	12	1.1713E7	5.128E9	8.51E8	9.43E8	5.49E8	6.3449999E9	3.68099994E9	3.68099994E9	1.34E8	13.0	53.31	357.21			6.1100001E9	3.37500006E9	3.37500006E9		16.27	15.43	16.6	18.39	58.01	24.41	3.97	311.0	387.0	306.0	365.0	319.0
E01381	59210	1010401007286	川岸工業株式会社	2014	FY	2015-12-22	2014-10-01	2015-09-30	S1006M31	有価証券報告書－第69期(平成26年10月1日－平成27年9月30日)	docs/S1006M31.xbrl				0	2	14	12	1.5E7	1.80610007E10	5.85E8	7.28E8	7.13E8	2.13229998E10	1.68519997E10	1.68519997E10	1.16E8	8.0	48.93	1156.24			2.21984993E10	1.64995E10	1.64995E10		4.32	3.28	3.24	4.03	79.03	16.27	0.7	428.0	470.0	370.0	385.0	399.0
E01381	59210	1010401007286	川岸工業株式会社	2014	FY	2015-12-22	2014-10-01	2015-09-30	S1006M31	有価証券報告書－第69期(平成26年10月1日－平成27年9月30日)	docs/S1006M31.xbrl				0	2	14	12	1.5E7	1.80610007E10	5.85E8	7.28E8	7.13E8	2.13229998E10	1.68519997E10	1.68519997E10	1.16E8	8.0	48.93	1156.24			2.21984993E10	1.64995E10	1.64995E10		4.32	3.28	3.24	4.03	79.03	16.27	0.7	428.0	470.0	370.0	385.0	399.0
