edinet_code	sec_code	jcn	filer_name	fiscal_year	fiscal_period	submit_date	period_start	period_end	doc_id	doc_description	doc_path	csr_title	csr_path	csr_url	consolidated_flag	market_sector	industry_code	number_of_month_for_settlement	number_of_shares_issued	net_sales	operating_income	ordinary_income	profit	total_assets	net_assets	net_worth	dividend	annual_dividends_per_share	profit_per_share	net_assets_per_share	net_assets_for_preferred_shares	dividends_for_preferred_shares	average_total_assets	average_net_assets	average_net_worth	average_dividend	roe	roa	operating_income_on_sales	ordinary_income_on_sales	capital_ratio	dividend_payout_ratio	doe	open	high	low	close	average
E03180	79370	2030001021115	株式会社ツツミ	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10050RJ	有価証券報告書－第42期(平成26年4月1日－平成27年3月31日)	docs/S10050RJ.xbrl				0	1	19	12	2.008048E7	2.21479997E10	2.11E9	2.23699994E9	1.188E9	8.1422E10	7.9262999E10	7.9262999E10	6.02E8	30.0	59.18	3948.53			8.1261003E10	7.8794998E10	7.8794998E10		1.51	2.75	9.53	10.1	97.35	50.67	0.76	2560.0	3180.0	2314.0	2500.0	2519.0
E03180	79370	2030001021115	株式会社ツツミ	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10050RJ	有価証券報告書－第42期(平成26年4月1日－平成27年3月31日)	docs/S10050RJ.xbrl				0	1	19	12	2.008048E7	2.21479997E10	2.11E9	2.23699994E9	1.188E9	8.1422E10	7.9262999E10	7.9262999E10	6.02E8	30.0	59.18	3948.53			8.1261003E10	7.8794998E10	7.8794998E10		1.51	2.75	9.53	10.1	97.35	50.67	0.76	2560.0	3180.0	2314.0	2500.0	2519.0
E03181	99040	3020001050312	株式会社ベリテ	2014	FY	2015-06-30	2014-04-01	2015-03-31	S1005CQ7	有価証券報告書－第71期(平成26年4月1日－平成27年3月31日)	docs/S1005CQ7.xbrl				0	2	27	12	2.7230824E7	8.6029998E9	1.41E8	2.54E8	1.58700006E9	9.6949996E9	5.4649999E9	5.4649999E9	0.0	0.0	58.32	200.87			1.04050002E10	6.2550001E9	6.2550001E9		25.37	2.44	1.64	2.95	56.37		0.0	100.0	184.0	95.0	124.0	108.0
E03181	99040	3020001050312	株式会社ベリテ	2014	FY	2015-06-30	2014-04-01	2015-03-31	S1005CQ7	有価証券報告書－第71期(平成26年4月1日－平成27年3月31日)	docs/S1005CQ7.xbrl				0	2	27	12	2.7230824E7	8.6029998E9	1.41E8	2.54E8	1.58700006E9	9.6949996E9	5.4649999E9	5.4649999E9	0.0	0.0	58.32	200.87			1.04050002E10	6.2550001E9	6.2550001E9		25.37	2.44	1.64	2.95	56.37		0.0	100.0	184.0	95.0	124.0	108.0
E03184	99190	4140001078191	株式会社関西スーパーマーケット	2014	FY	2015-06-24	2014-04-01	2015-03-31	S10052VK	有価証券報告書－第56期(平成26年4月1日－平成27年3月31日)	docs/S10052VK.xbrl				0	1	27	12	2.8740954E7	1.15108004E11	6.69E8	5.1E7	9.2E8	4.9555001E10	2.38140006E10	2.38140006E10	4.52E8	16.0	32.55	842.12			5.1236999E10	2.45825004E10	2.45825004E10		3.74	0.1	0.58	0.04	48.06		1.84	802.0	893.0	790.0	823.0	800.0
E03186	99270	4020001016394	株式会社ワットマン	2014	FY	2015-06-26	2014-04-01	2015-03-31	S100575Q	有価証券報告書－第39期(平成26年4月1日－平成27年3月31日)	docs/S100575Q.xbrl				0	6	27	12	1.1368541E7	2.896E9	4.3E7	5.7E7	3.6E7	2.668E9	2.168E9	2.168E9	2.1E7	2.0	3.35	198.27			2.68E9	2.1614999E9	2.1614999E9		1.67	2.13	1.48	1.97	81.26	58.33	0.97	104.0	292.0	104.0	157.0	115.0
E03186	99270	4020001016394	株式会社ワットマン	2014	FY	2015-06-26	2014-04-01	2015-03-31	S100575Q	有価証券報告書－第39期(平成26年4月1日－平成27年3月31日)	docs/S100575Q.xbrl				0	6	27	12	1.1368541E7	2.896E9	4.3E7	5.7E7	3.6E7	2.668E9	2.168E9	2.168E9	2.1E7	2.0	3.35	198.27			2.68E9	2.1614999E9	2.1614999E9		1.67	2.13	1.48	1.97	81.26	58.33	0.97	104.0	292.0	104.0	157.0	115.0
E03188	99460	4010001030181	ミニストップ株式会社	2014	FY	2015-05-21	2014-03-01	2015-02-28	S1004Q5H	有価証券報告書－第36期(平成26年3月1日－平成27年2月28日)	docs/S1004Q5H.xbrl				1	1	27	12	2.9372774E7	1.62123006E11	2.96300006E9	4.16700006E9	8.76E8	1.30913001E11	6.314E10	6.0688998E10	1.302E9	45.0	30.28	2096.43			1.23421999E11	6.2676001E10	6.0339499E10		1.45	3.38	1.83	2.57	46.36	148.63	2.08	1598.0	2817.0	1551.0	2342.0	1590.0
E03193	99360	3130001012441	株式会社王将フードサービス	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10055Z6	有価証券報告書－第41期(平成26年4月1日－平成27年3月31日)	docs/S10055Z6.xbrl				0	1	27	12	2.328623E7	7.5772002E10	6.0829998E9	6.4249999E9	3.68300006E9	6.3553999E10	4.2309001E10	4.2309001E10	1.958E9	100.0	187.19	2160.19			6.2787498E10	4.2143498E10	4.2143498E10		8.74	10.23	8.03	8.48	66.57	53.16	4.65	4425.0	4905.0	3600.0	4170.0	4225.4165
E03196	99420	3320001001417	株式会社ジョイフル	2014	FY	2015-03-23	2014-01-01	2014-12-31	S1004CSF	有価証券報告書－第40期(平成26年1月1日－平成26年12月31日)	docs/S1004CSF.xbrl																																					
E03197	99430	9010401054189	株式会社ココスジャパン	2014	FY	2015-06-18	2014-04-01	2015-03-31	S1004ZFV	有価証券報告書－第37期(平成26年4月1日－平成27年3月31日)	docs/S1004ZFV.xbrl				0	6	27	12	1.7268272E7	5.9095998E10	2.39500006E9	2.50599987E9	1.354E9	2.95019991E10	2.19169997E10	2.19169997E10	4.07E8	24.0	79.83	1291.34			2.85330002E10	2.14430003E10	2.14430003E10		6.31	8.78	4.05	4.24	74.29	30.06	1.9	1684.0	1992.0	1675.0	1903.0	1742.0
E03197	99430	9010401054189	株式会社ココスジャパン	2014	FY	2015-06-18	2014-04-01	2015-03-31	S1004ZFV	有価証券報告書－第37期(平成26年4月1日－平成27年3月31日)	docs/S1004ZFV.xbrl				0	6	27	12	1.7268272E7	5.9095998E10	2.39500006E9	2.50599987E9	1.354E9	2.95019991E10	2.19169997E10	2.19169997E10	4.07E8	24.0	79.83	1291.34			2.85330002E10	2.14430003E10	2.14430003E10		6.31	8.78	4.05	4.24	74.29	30.06	1.9	1684.0	1992.0	1675.0	1903.0	1742.0
E03199	99480	1430001018377	株式会社アークス	2014	FY	2015-05-27	2014-03-01	2015-02-28	S1004S7K	有価証券報告書－第54期(平成26年3月1日－平成27年2月28日)	docs/S1004S7K.xbrl				0	1	27	12	5.6650468E7	4.5479997E9	2.34300006E9	2.41100006E9	2.40199987E9	8.1074004E10	6.3060001E10	6.3060001E10	2.32E9	42.0	43.37	1134.55			7.7540999E10	6.2302999E10	6.2302999E10		3.86	3.11	51.52	53.01	77.78	96.59	3.72	2506.0	2953.0	2113.0	2675.0	2434.0
E03200	99450	2290001034974	株式会社プレナス	2014	FY	2015-05-26	2014-03-01	2015-02-28	S1004RRI	有価証券報告書－第55期(平成26年3月1日－平成27年2月28日)	docs/S1004RRI.xbrl				0	1	27	12	4.439268E7	1.50383002E11	6.5529999E9	7.5289999E9	4.05799987E9	8.7467999E10	6.2267998E10	6.2032998E10	1.91E9	50.0	106.19	1623.14			8.6971998E10	6.1160501E10	6.09485E10		6.66	8.66	4.36	5.01	70.92	47.07	3.12	2155.0	2543.0	1809.0	2022.0	2032.0
E03202	99500	4220001005352	株式会社ハチバン	2014	FY	2015-06-18	2014-03-21	2015-03-20	S1004YDX	有価証券報告書－第45期(平成26年3月21日－平成27年3月20日)	docs/S1004YDX.xbrl				0	6	27	12	1.6040558E7	6.0569999E9	2.47E8	3.82E8	1.93E8	5.6210002E9	3.76099994E9	3.76099994E9	6.3E7	4.0	12.15	241.35			5.3765002E9	3.66449997E9	3.66449997E9		5.27	7.1	4.08	6.31	66.91	32.64	1.72	498.0	700.0	496.0	638.0	555.0
E03207	99560	5200001023784	株式会社バローホールディングス	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10054VY	有価証券報告書－第58期(平成26年4月1日－平成27年3月31日)	docs/S10054VY.xbrl				0	1	27	12	5.26617E7	3.33306986E11	5.4940001E9	7.8850002E9	3.78099994E9	1.87380007E11	6.0827001E10	6.0787999E10	1.7E9	33.0	73.42	1179.11			1.85446007E11	5.9605E10	5.9556499E10		6.35	4.25	1.65	2.37	32.44	44.96	2.85	2148.0	3875.0	1985.0	2855.0	2235.0
E03208	99590	1240001029749	アシードホールディングス株式会社	2014	FY	2015-06-25	2014-04-01	2015-03-31	S10055D5	有価証券報告書－第43期(平成26年4月1日－平成27年3月31日)	docs/S10055D5.xbrl				0	2	27	12	6747624.0	6.32E8	2.73E8	3.12E8	1.99E8	7.7139999E9	3.13900006E9	3.13900006E9	1.01E8	16.0	31.32	496.76			7.8045E9	3.10099994E9	3.10099994E9		6.42	4.0	43.2	49.37	40.69	50.75	3.26	1353.0	1459.0	636.0	708.0	1110.0
E03211	99660	5180001002849	藤久株式会社	2014	FY	2015-09-28	2014-07-01	2015-06-30	S1005XT5	有価証券報告書－第55期(平成26年7月1日－平成27年6月30日)	docs/S1005XT5.xbrl				0	1	27	12	5505000.0	2.21229998E10	6.82E8	6.85E8	2.8E8	1.67189996E10	1.24269998E10	1.24269998E10	1.34E8	32.0	66.78	2955.68			1.68550001E10	1.23480003E10	1.23480003E10		2.27	4.06	3.08	3.1	74.33	47.86	1.09	1666.0	1812.0	1626.0	1706.0	1680.0
E03211	99660	5180001002849	藤久株式会社	2014	FY	2015-09-28	2014-07-01	2015-06-30	S1005XT5	有価証券報告書－第55期(平成26年7月1日－平成27年6月30日)	docs/S1005XT5.xbrl				0	1	27	12	5505000.0	2.21229998E10	6.82E8	6.85E8	2.8E8	1.67189996E10	1.24269998E10	1.24269998E10	1.34E8	32.0	66.78	2955.68			1.68550001E10	1.23480003E10	1.23480003E10		2.27	4.06	3.08	3.1	74.33	47.86	1.09	1666.0	1812.0	1626.0	1706.0	1680.0
E03213	99690	5180001000563	株式会社ショクブン	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10058OE	有価証券報告書－第39期(平成26年4月1日－平成27年3月31日)	docs/S10058OE.xbrl				0	2	27	12	1.1856669E7	9.1009997E9	6.3E7	1.3E7	3.35E8	8.4530002E9	1.86899994E9	1.86899994E9	8.5E7	8.0	29.08	194.69			9.2304998E9	2.63950003E9	2.63950003E9		12.69	0.14	0.69	0.14	22.11		3.22	471.0	600.0	462.0	483.0	487.0
E03216	99740	8030001085963	株式会社ベルク	2014	FY	2015-05-28	2014-03-01	2015-02-28	S1004S4L	有価証券報告書－第56期(平成26年3月1日－平成27年2月28日)	docs/S1004S4L.xbrl				0	1	27	12	2.08678E7	1.61444004E11	6.7389998E9	6.9970002E9	4.13500006E9	8.6093996E10	4.0838001E10	4.0838001E10	9.39E8	45.0	198.2	1957.08			8.0973496E10	3.9198499E10	3.9198499E10		10.55	8.64	4.17	4.33	47.43	22.71	2.4	3610.0	4680.0	2913.0	4430.0	3265.0
E03217	99830	9250001000684	株式会社ファーストリテイリング	2014	FY	2015-11-27	2014-09-01	2015-08-31	S1006G54	有価証券報告書－第54期(平成26年9月1日－平成27年8月31日)	docs/S1006G54.xbrl				0	1	27	12	1.06073656E8	1.19070999E11	7.7843997E10	8.9245E10	7.0227001E10	4.1000901E11	3.76007E11	3.73352006E11	3.5677999E10	350.0	688.96	3662.28			3.97561004E11	3.54130985E11	3.51985992E11		19.95	22.45	65.38	74.95	91.06	50.8	10.07	43580.0	61970.0	40610.0	42640.0	44020.0
E03219	99760	3070001008818	株式会社　セキチュー	2014	FY	2015-05-14	2014-02-21	2015-02-20	S1004OVE	有価証券報告書－第64期(平成26年2月21日－平成27年2月20日)	docs/S1004OVE.xbrl				0	6	27	12	1.11723E7	3.6075E10	9.79E8	1.286E9	3.53E8	2.0201001E10	1.08760003E10	1.08760003E10	1.66E8	15.0	31.88	981.94			1.98365E10	1.0688E10	1.0688E10		3.3	6.48	2.71	3.56	53.84	47.03	1.55	565.0	614.0	531.0	566.0	550.875
E03219	99760	3070001008818	株式会社　セキチュー	2014	FY	2015-05-14	2014-02-21	2015-02-20	S1004OVE	有価証券報告書－第64期(平成26年2月21日－平成27年2月20日)	docs/S1004OVE.xbrl				0	6	27	12	1.11723E7	3.6075E10	9.79E8	1.286E9	3.53E8	2.0201001E10	1.08760003E10	1.08760003E10	1.66E8	15.0	31.88	981.94			1.98365E10	1.0688E10	1.0688E10		3.3	6.48	2.71	3.56	53.84	47.03	1.55	565.0	614.0	531.0	566.0	550.875
E03220	99770	1180001029202	株式会社アオキスーパー	2014	FY	2015-05-21	2014-02-21	2015-02-28	S1004QZ9	有価証券報告書－第41期(平成26年2月21日－平成27年2月28日)	docs/S1004QZ9.xbrl				0	6	27	12	1.25E7	1.02268002E11	3.044E9	3.13799987E9	1.51900006E9	2.83440005E10	1.50619996E10	1.50419999E10	2.86E8	25.0	130.87	1368.7			2.60809994E10	1.48714998E10	1.48490004E10		10.23	12.03	2.98	3.07	53.07	18.83	1.92	1173.0	1350.0	999.0	1280.0	1113.0
E03220	99770	1180001029202	株式会社アオキスーパー	2014	FY	2015-05-21	2014-02-21	2015-02-28	S1004QZ9	有価証券報告書－第41期(平成26年2月21日－平成27年2月28日)	docs/S1004QZ9.xbrl				0	6	27	12	1.25E7	1.02268002E11	3.044E9	3.13799987E9	1.51900006E9	2.83440005E10	1.50619996E10	1.50419999E10	2.86E8	25.0	130.87	1368.7			2.60809994E10	1.48714998E10	1.48490004E10		10.23	12.03	2.98	3.07	53.07	18.83	1.92	1173.0	1350.0	999.0	1280.0	1113.0
E03221	99780	8020001066972	株式会社文教堂グループホールディングス	2014	FY	2015-11-27	2014-09-01	2015-08-31	S1006GHU	有価証券報告書－第65期(平成26年9月1日－平成27年8月31日)	docs/S1006GHU.xbrl				1	6	27	12	1.4004715E7	3.3334999E10	3.99E8	3.86E8	5.53E8	2.49219994E10	7.25E8	7.08E8	5594000.0	0.0	40.03	2.9	7.00176E8	5594000.0	2.53064991E10	3.10824E8	2.93824E8	7.00176E8	190.11	1.53	1.2	1.16	2.84		0.0	258.0	700.0	255.0	353.0	267.5
E03223	99790	2010801006663	株式会社大庄	2014	FY	2015-11-30	2014-09-01	2015-08-31	S1006H26	有価証券報告書－第44期(平成26年9月1日－平成27年8月31日)	docs/S1006H26.xbrl				0	1	27	12	2.1198962E7	6.1220999E10	3.2E7	2.4E7	2.14E9	3.9855002E10	2.14360003E10	2.14360003E10	2.89E8	14.0	103.47	1036.28			4.1134502E10	2.26760008E10	2.26760008E10		9.44	0.06	0.05	0.04	53.78		1.27	1376.0	1647.0	1355.0	1519.0	1440.0
E03225	99900	4011801003153	株式会社サックスバーホールディングス	2014	FY	2015-06-25	2014-04-01	2015-03-31	S10053ZA	有価証券報告書－第42期(平成26年4月1日－平成27年3月31日)	docs/S10053ZA.xbrl				1	1	27	12	2.98599E7	5.3433999E10	4.7000003E9	4.7160003E9	2.76199987E9	3.4376999E10	2.19150008E10	2.19090002E10	7.36E8	25.0	94.83	743.72			3.3078999E10	2.05554995E10	2.05510001E10		13.44	14.26	8.8	8.83	63.73	26.65	3.58	1568.0	2428.0	1518.0	1775.0	1700.0
E03226	99890	1012401000634	株式会社サンドラッグ	2014	FY	2015-06-22	2014-04-01	2015-03-31	S100510R	有価証券報告書－第52期(平成26年4月1日－平成27年3月31日)	docs/S100510R.xbrl				0	1	27	12	6.7165592E7	3.1884401E11	1.9776E10	2.01950003E10	1.27210004E10	1.60200999E11	1.04174002E11	1.04135999E11	3.62599987E9	60.0	207.56	1722.9			1.62358002E11	1.04648999E11	1.04619E11		12.16	12.44	6.2	6.33	65.0	28.5	3.46	4910.0	8200.0	4665.0	7820.0	5020.0
E03227	99940	5370001014536	株式会社やまや	2014	FY	2015-06-26	2014-04-01	2015-03-31	S10057EK	有価証券報告書－第45期(平成26年4月1日－平成27年3月31日)	docs/S10057EK.xbrl				0	1	27	12	1.084787E7	8.6281003E10	1.508E9	1.86E9	1.026E9	4.4771E10	2.224E10	2.224E10	3.25E8	30.0	94.67	2051.17			4.4771E10	2.224E10	2.224E10		4.61	4.15	1.75	2.16	49.68	31.68	1.46	1585.0	2988.0	1495.0	2190.0	1553.0
E03228	99930	9390001002171	株式会社ヤマザワ	2014	FY	2015-05-28	2014-03-01	2015-02-28	S1004T8X	有価証券報告書－第53期(平成26年3月1日－平成27年2月28日)	docs/S1004T8X.xbrl				0	1	27	12	1.0960825E7	8.8929001E10	8.98E8	9.17E8	2.42E8	4.6427001E10	2.61949993E10	2.61720003E10	3.59E8	33.0	22.27	2404.98			4.5793001E10	2.62089994E10	2.61874995E10		0.92	2.0	1.01	1.03	56.37	148.35	1.37	1660.0	1805.0	1600.0	1698.0	1710.0
E03229	99970	5030001041663	株式会社ベルーナ	2014	FY	2015-06-29	2014-04-01	2015-03-31	S1005A2B	有価証券報告書－第39期(平成26年4月1日－平成27年3月31日)	docs/S1005A2B.xbrl				0	1	27	12	1.13184544E8	8.8909996E10	3.75399987E9	7.3400003E9	4.6300001E9	1.37746006E11	6.1871002E10	6.1871002E10	1.21500006E9	12.5	47.62	636.29			1.27745999E11	5.9856998E10	5.9856998E10		7.74	5.75	4.22	8.26	44.92	26.24	2.03	501.0	779.0	485.0	670.0	506.0
E03231	74120	3180001058182	株式会社アトム	2014	FY	2015-06-17	2014-04-01	2015-03-31	S1004YT9	有価証券報告書－第44期(平成26年4月1日－平成27年3月31日)	docs/S1004YT9.xbrl				0	2	27	12	1.83136624E8	4.4976001E10	3.23299994E9	3.33500006E9	1.694E9	3.29859994E10	1.57569997E10	1.57569997E10	9.97E8	5.0	8.82	58.43	5.0E9	8.4E7	3.24064993E10	1.00914995E10	1.00914995E10	5.0E9	15.95	10.29	7.19	7.42	47.77	56.71	9.05	785.0	928.0	621.0	693.0	776.9167
E03233	74160	1260001005475	株式会社はるやまホールディングス	2014	FY	2015-06-29	2014-04-01	2015-03-31	S10059GC	有価証券報告書－第41期(平成26年4月1日－平成27年3月31日)	docs/S10059GC.xbrl				0	1	27	12	1.6485078E7	4.7954002E10	1.434E9	1.722E9	2.16E8	5.9618001E10	3.4494001E10	3.4480001E10	2.52E8	15.5	13.32	2120.78			5.89295E10	3.4509001E10	3.4493501E10		0.63	2.92	2.99	3.59	57.83	116.67	0.73	705.0	820.0	670.0	764.0	720.0
E03235	74190	4021001013588	株式会社ノジマ	2014	FY	2015-06-19	2014-04-01	2015-03-31	S10050G2	有価証券報告書－第53期(平成26年4月1日－平成27年3月31日)	docs/S10050G2.xbrl				0	6	27	12	2.4182408E7	1.95664003E11	4.6989998E9	6.4969999E9	3.624E9	1.04979997E11	3.36899994E10	3.35350006E10	7.12E8	30.0	153.17	1419.44			9.765E10	3.23365007E10	3.21730007E10		11.26	6.65	2.4	3.32	31.94	19.65	2.2	1398.0	3075.0	1012.0	1467.0	1379.0
E03236	74210	7030001001979	カッパ・クリエイト株式会社	2014	FY	2015-06-22	2014-03-01	2015-03-31	S10051Z2	有価証券報告書－第37期(平成26年3月1日－平成27年3月31日)	docs/S10051Z2.xbrl				1	1	27	13	5.50304E7	8.7642997E10	4.62E8	8.07E8	1.34549996E10	3.5140002E10	1.20729999E10	1.17369999E10	0.0	0.0	316.13	241.93			4.2395501E10	1.43579996E10	1.40105001E10		88.65	1.76	0.53	0.92	33.4		0.0	1137.0	1477.0	1083.0	1206.0	1131.25
E03240	74450	9050001016214	株式会社ライトオン	2014	FY	2015-11-18	2014-08-21	2015-08-20	S1006E7A	有価証券報告書－第36期(平成26年8月21日－平成27年8月20日)	docs/S1006E7A.xbrl				0	1	27	12	2.96315E7	7.8227997E10	2.31399987E9	2.284E9	7.42E8	6.3709999E10	3.34220001E10	3.3334999E10	5.43E8	20.0	27.3	1225.16			6.1135E10	3.31454996E10	3.30550006E10		2.24	3.74	2.96	2.92	52.32	73.18	1.64	750.0	1568.0	730.0	1417.0	743.0
E03240	74450	9050001016214	株式会社ライトオン	2014	FY	2015-11-18	2014-08-21	2015-08-20	S1006E7A	有価証券報告書－第36期(平成26年8月21日－平成27年8月20日)	docs/S1006E7A.xbrl				0	1	27	12	2.96315E7	7.8227997E10	2.31399987E9	2.284E9	7.42E8	6.3709999E10	3.34220001E10	3.3334999E10	5.43E8	20.0	27.3	1225.16			6.1135E10	3.31454996E10	3.30550006E10		2.24	3.74	2.96	2.92	52.32	73.18	1.64	750.0	1568.0	730.0	1417.0	743.0
E03245	74500	3420001005928	株式会社サンデー	2014	FY	2015-05-22	2014-03-01	2015-02-28	S1004R6I	有価証券報告書－第41期(平成26年3月1日－平成27年2月28日)	docs/S1004R6I.xbrl				0	6	27	12	1.07701E7	3.8607999E10	9.54E8	9.72E8	1.013E9	2.65740001E10	1.00559995E10	1.00420004E10	1.61E8	15.0	94.21	932.77			2.54764995E10	9.6190003E9	9.6085002E9		10.54	3.82	2.47	2.52	37.79	15.89	1.67	1148.0	1995.0	1113.0	1528.0	1177.0
E03248	74530	5013301012443	株式会社　良品計画	2014	FY	2015-05-21	2014-03-01	2015-02-28	S1004QT1	有価証券報告書－第36期(平成26年3月1日－平成27年2月28日)	docs/S1004QT1.xbrl				0	1	27	12	2.8078E7	2.06591001E11	1.74909993E10	2.14180004E10	1.41519995E10	1.45262002E11	1.04024998E11	1.03617004E11	5.048E9	190.0	534.26	3908.78			1.28047497E11	9.8359001E10	9.7981997E10		14.44	16.73	8.47	10.37	71.33	35.67	5.13	14880.0	29040.0	12470.0	24640.0	13070.0
E03249	74550	4010001044198	株式会社　三城ホールディングス	2014	FY	2015-06-25	2014-04-01	2015-03-31	S10054QD	有価証券報告書－第67期(平成26年4月1日－平成27年3月31日)	docs/S10054QD.xbrl				0	1	27	12	5.6057472E7	1.972E9	3.47E8	4.15E8	2.3E7	4.0746E10	3.6239E10	3.6225999E10	9.27E8	18.0	0.45	703.65			4.1247998E10	3.6691501E10	3.6685001E10		0.06	1.01	17.6	21.04	88.91	4030.43	2.53	480.0	506.0	443.0	469.0	473.33334
E03250	74650	1430001020267	マックスバリュ北海道株式会社	2014	FY	2015-05-28	2014-03-01	2015-02-28	S1004SUR	有価証券報告書－第54期(平成26年3月1日－平成27年2月28日)	docs/S1004SUR.xbrl				0	6	27	12	6941350.0	9.6657998E10	1.51E9	1.59500006E9	4.28E8	2.71399997E10	7.5469998E9	7.5209999E9	8.2E7	12.0	62.64	1099.31			2.61460009E10	7.3414999E9	7.3184998E9		5.85	6.1	1.56	1.65	27.71	19.16	1.12	3280.0	3665.0	2719.0	3565.0	2974.25
E03250	74650	1430001020267	マックスバリュ北海道株式会社	2014	FY	2015-05-28	2014-03-01	2015-02-28	S1004SUR	有価証券報告書－第54期(平成26年3月1日－平成27年2月28日)	docs/S1004SUR.xbrl				0	6	27	12	6941350.0	9.6657998E10	1.51E9	1.59500006E9	4.28E8	2.71399997E10	7.5469998E9	7.5209999E9	8.2E7	12.0	62.64	1099.31			2.61460009E10	7.3414999E9	7.3184998E9		5.85	6.1	1.56	1.65	27.71	19.16	1.12	3280.0	3665.0	2719.0	3565.0	2974.25
E03251	74640	7010001004224	セフテック株式会社	2014	FY	2015-06-29	2014-04-01	2015-03-31	S10059SJ	有価証券報告書－第58期(平成26年4月1日－平成27年3月31日)	docs/S10059SJ.xbrl				0	6	26	12	5000000.0	8.0210002E9	2.66E8	3.56E8	2.17E8	8.7029996E9	3.78499994E9	3.78499994E9	6.9E7	14.0	43.59	758.11			8.5490002E9	3.6854999E9	3.6854999E9		5.89	4.16	3.32	4.44	43.49	31.8	1.87	386.0	410.0	345.0	378.0	384.08334
E03252	74620	6010001141167	ダイヤ通商株式会社	2014	FY	2015-06-30	2014-04-01	2015-03-31	S1005C6I	有価証券報告書－第66期(平成26年4月1日－平成27年3月31日)	docs/S1005C6I.xbrl				0	6	27	12	8222000.0	4.19699994E9	3.8E7	8.6E7	2.2E7	2.03299994E9	6.58E8	6.58E8	7000000.0	1.0	2.96	86.02			2.17500006E9	6.41E8	6.41E8		3.43	3.95	0.91	2.05	32.37	31.82	1.09	133.0	231.0	109.0	124.0	147.5
E03252	74620	6010001141167	ダイヤ通商株式会社	2014	FY	2015-06-30	2014-04-01	2015-03-31	S1005C6I	有価証券報告書－第66期(平成26年4月1日－平成27年3月31日)	docs/S1005C6I.xbrl				0	6	27	12	8222000.0	4.19699994E9	3.8E7	8.6E7	2.2E7	2.03299994E9	6.58E8	6.58E8	7000000.0	1.0	2.96	86.02			2.17500006E9	6.41E8	6.41E8		3.43	3.95	0.91	2.05	32.37	31.82	1.09	133.0	231.0	109.0	124.0	147.5
E03259	74940	4020001007344	株式会社コナカ	2014	FY	2015-12-22	2014-10-01	2015-09-30	S1006LOA	有価証券報告書－第42期(平成26年10月1日－平成27年9月30日)	docs/S1006LOA.xbrl				0	1	27	12	3.1146684E7	3.8607E10	5.07E8	1.09E9		5.8212E10	3.9745999E10	3.9745999E10	5.82E8	20.0	2.78	1364.94			5.7536E10	3.9810499E10	3.9810499E10		0.2	1.89	1.31	2.82	68.28		1.46	633.0	790.0	556.0	683.0	617.0
E03264	75050	6010001055706	扶桑電通株式会社	2014	FY	2015-12-18	2014-10-01	2015-09-30	S1006KO6	有価証券報告書－第70期(平成26年10月1日－平成27年9月30日)	docs/S1006KO6.xbrl				0	2	26	12	1.7402456E7	4.4201001E10	1.059E9	1.24E9	4.71E8	2.30890004E10	6.8509998E9	6.8509998E9	1.43E8	10.0	32.81	476.94			2.30855004E10	6.7730002E9	6.7730002E9		6.95	5.37	2.4	2.81	29.67	30.36	2.11	320.0	388.0	254.0	277.0	296.25
E03264	75050	6010001055706	扶桑電通株式会社	2014	FY	2015-12-18	2014-10-01	2015-09-30	S1006KO6	有価証券報告書－第70期(平成26年10月1日－平成27年9月30日)	docs/S1006KO6.xbrl				0	2	26	12	1.7402456E7	4.4201001E10	1.059E9	1.24E9	4.71E8	2.30890004E10	6.8509998E9	6.8509998E9	1.43E8	10.0	32.81	476.94			2.30855004E10	6.7730002E9	6.7730002E9		6.95	5.37	2.4	2.81	29.67	30.36	2.11	320.0	388.0	254.0	277.0	296.25
E03266	75060	6010401023758	株式会社　ハウス　オブ　ローゼ	2014	FY	2015-06-19	2014-04-01	2015-03-31	S1004Z4X	有価証券報告書－第34期(平成26年4月1日－平成27年3月31日)	docs/S1004Z4X.xbrl				0	1	27	12	4703063.0	1.34500004E10	2.8E7	3.5E7	1.04E8	8.624E9	5.3750001E9	5.3750001E9	1.64E8	35.0	22.25	1143.13			8.6454999E9	5.5100001E9	5.5100001E9		1.89	0.4	0.21	0.26	62.33		2.98	1422.0	1500.0	1380.0	1484.0	1417.0
E03266	75060	6010401023758	株式会社　ハウス　オブ　ローゼ	2014	FY	2015-06-19	2014-04-01	2015-03-31	S1004Z4X	有価証券報告書－第34期(平成26年4月1日－平成27年3月31日)	docs/S1004Z4X.xbrl				0	1	27	12	4703063.0	1.34500004E10	2.8E7	3.5E7	1.04E8	8.624E9	5.3750001E9	5.3750001E9	1.64E8	35.0	22.25	1143.13			8.6454999E9	5.5100001E9	5.5100001E9		1.89	0.4	0.21	0.26	62.33		2.98	1422.0	1500.0	1380.0	1484.0	1417.0
